subject,item,surprisal,generator,context,condition,subject_id
5.2T1S0,14,7.042201883,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,14,7.033946081,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,14,6.469677909,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,14,6.245640149,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,14,6.101317583,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,15,7.122290035,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,15,7.255248198,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,15,6.811870954,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,15,7.428942848,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,15,7.037411409,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,15,7.281415684,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,16,6.200359095,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,16,6.523396181,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,16,6.771077329,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,16,6.477037714,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,16,6.470675965,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,16,6.384089439,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,17,6.915193846,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,17,5.792225519,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,17,5.811920703,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,17,6.541837021,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,17,6.266549508,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,17,6.374243111,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,18,6.307070725,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,18,6.487845693,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,18,6.506125261,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,18,5.890908938,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,18,5.930763013,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,18,5.786786539,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,19,7.313011969,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,19,7.059511644,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,19,7.278747148,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,19,6.628573902,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,19,6.027194231,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,19,5.970120065,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,20,5.705092839,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,20,5.694424018,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,20,5.192535893,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,20,5.957077797,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,20,6.012318226,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,20,5.658672114,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,21,7.03710735,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,21,7.080565398,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,21,7.561317305,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,21,7.266812008,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,21,6.742513751,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,21,6.888570335,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,22,6.472235478,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,22,5.880989859,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,22,6.39000071,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,22,6.966563348,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,22,6.486669953,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,22,6.659709247,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,23,6.382861619,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,23,6.24162965,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,23,6.129765926,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,23,5.927288688,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,23,5.635247853,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,23,5.619734762,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,24,6.151465423,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,24,6.010522608,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,24,5.947048751,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,24,6.773006741,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,24,6.512708824,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,24,6.795134557,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,25,6.641024016,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,25,6.849546236,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,25,6.890141054,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,25,6.400032063,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,25,6.609327307,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,25,6.612061582,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,26,5.782632649,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,26,5.611196581,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,26,5.519705263,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,26,6.416385514,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,26,6.202952516,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,26,6.067805812,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,27,6.311727862,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,27,6.266836402,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,27,6.319932645,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,27,7.303232603,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,27,6.950374558,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,27,7.184543825,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,28,6.249252866,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,28,6.018122824,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,28,6.008718481,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,28,5.349803849,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,28,5.398400682,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,28,5.489888556,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,29,6.08076343,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,29,6.689939803,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,29,6.286677458,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,29,6.091235847,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,29,6.317751349,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,29,6.281036469,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,30,6.555805714,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,30,6.694198216,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,30,6.749783787,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,30,6.895519382,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,30,6.809884301,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,30,7.100127125,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,31,6.144911496,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,31,6.13590217,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,31,6.060715241,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,31,6.38675533,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,31,6.219955203,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,31,6.066472903,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,32,6.333662273,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,32,6.541722384,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,32,6.487656438,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,32,5.812470788,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,32,6.103702831,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,32,5.741765423,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,33,5.949471447,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,33,6.019056748,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,33,5.848469819,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,33,6.248564106,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,33,6.495802607,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,33,6.170142985,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,34,6.106954439,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,34,6.231647295,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,34,6.293330624,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,34,5.70068678,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,34,5.912335159,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,34,6.069799051,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,35,7.047589847,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,35,6.451513299,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,35,6.576023078,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,35,7.492883867,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,35,7.179775248,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,35,6.977889943,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,36,6.355461332,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,36,6.677194159,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,36,6.048268782,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,36,5.212071564,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,36,5.648971306,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,36,4.994153545,gpt-5.2-chat-latest,medium,OH,4
5.2T1S1,1,5.769652339,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,1,5.916384542,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,1,5.808146982,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,1,5.905151246,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,1,5.912476783,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,1,6.108405358,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,2,6.134844715,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,2,5.970700707,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,2,6.260571375,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,2,5.681322312,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,2,5.704954331,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,2,5.655054836,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,3,6.607100357,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,3,6.851550854,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,3,6.634045766,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,3,6.808975917,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,3,6.951859809,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,3,6.815382574,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,4,5.85213983,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,4,5.76510425,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,4,5.764825153,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,4,5.983270901,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,4,5.667485175,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,4,5.763311605,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,5,5.75922745,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,5,5.818870212,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,5,5.672774417,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,5,5.645809614,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,5,6.415777207,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,5,6.414348395,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,6,6.422039262,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,6,6.335827213,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,6,6.804332597,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,6,6.391809187,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,6,6.367298281,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,6,6.602773885,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,7,5.702737459,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,7,6.043891366,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,7,6.390542062,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,7,6.088888511,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,7,6.263786242,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,7,6.296174921,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,8,6.09122983,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,8,6.169116246,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,8,6.048307074,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,8,5.747391717,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,8,5.509912625,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,8,5.613352539,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,9,6.360477651,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,9,6.443345166,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,9,6.72339429,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,9,6.508956072,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,9,6.541889188,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,9,6.909697748,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,10,6.714203696,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,10,6.316891869,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,10,6.527280186,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,10,6.423763371,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,10,6.319423018,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,10,6.523836622,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,11,6.501454538,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,11,6.481017622,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,11,6.815345898,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,11,6.465572105,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,11,7.071012766,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,11,6.692988642,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,12,6.344703313,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,12,6.564814388,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,12,6.145771836,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,12,5.974660127,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,12,5.832961269,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,12,6.051982981,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,13,6.397962674,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,13,6.330296227,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,13,6.394873534,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,13,7.036858337,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,13,6.689746411,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,13,6.71115095,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,14,7.064311488,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,14,6.928227463,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,14,7.033946081,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,14,6.317409087,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,14,6.62258243,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,14,6.64654544,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,15,7.06434443,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,15,7.107663878,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,15,7.130886571,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,15,7.471064896,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,15,7.426468378,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,15,7.216447374,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,16,6.381698353,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,16,6.480284004,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,16,6.696793782,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,16,6.114621374,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,16,6.453466607,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,16,6.535381653,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,17,6.655960165,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,17,6.300419052,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,17,5.811920703,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,17,5.99401235,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,17,6.510390788,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,17,6.238406553,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,18,6.448533332,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,18,6.433631619,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,18,6.397318141,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,18,5.689191479,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,18,5.855632645,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,18,5.512970905,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,19,7.269259317,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,19,6.732767157,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,19,6.87434973,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,19,6.330392157,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,19,5.979051489,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,19,5.809893323,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,20,5.303007847,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,20,5.713508737,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,20,5.76330193,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,20,6.120123114,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,20,6.067929527,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,20,5.729150696,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,21,7.143572245,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,21,7.145552241,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,21,6.432427416,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,21,6.995376759,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,21,6.759936269,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,21,6.917469558,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,22,5.737300479,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,22,6.183152709,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,22,5.806674195,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,22,6.729745775,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,22,6.308857041,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,22,6.488708054,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,23,6.02316142,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,23,6.296213342,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,23,5.628906858,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,23,5.765216815,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,23,5.932226269,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,23,5.49282128,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,24,6.079572501,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,24,6.131987447,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,24,5.947048751,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,24,6.946929953,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,24,6.512708824,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,24,6.59881037,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,25,6.762690582,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,25,7.122858239,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,25,6.692391481,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,25,6.355643477,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,25,6.663769275,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,25,6.688139234,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,26,5.948109634,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,26,5.557947371,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,26,5.882758915,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,26,6.222886619,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,26,6.041142515,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,26,5.828859042,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,27,6.157860169,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,27,6.198034514,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,27,6.363772749,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,27,7.428760181,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,27,7.045790123,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,27,6.993967625,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,28,6.382465844,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,28,6.136034558,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,28,5.94350605,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,28,5.328945969,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,28,5.603393003,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,28,5.938974132,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,29,6.08076343,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,29,6.453659383,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,29,6.361279466,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,29,6.018827969,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,29,6.365342918,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,29,6.281036469,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,30,6.615980595,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,30,6.64954042,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,30,6.749783787,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,30,6.756443534,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,30,7.138135793,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,30,6.562040073,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,31,6.051360024,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,31,6.134279846,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,31,6.188877137,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,31,6.105800641,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,31,6.635871534,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,31,6.048968614,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,32,6.506027605,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,32,6.476588816,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,32,6.480052098,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,32,5.878434591,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,32,5.927770349,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,32,5.741765423,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,33,5.949471447,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,33,5.839644058,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,33,6.037273146,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,33,6.248564106,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,33,5.970415177,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,33,6.194760151,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,34,6.219963363,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,34,6.21566627,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,34,6.112542048,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,34,5.712394392,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,34,5.855092539,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,34,6.030400871,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,35,6.924398539,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,35,6.481124206,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,35,6.825050706,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,35,7.266210812,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,35,7.537299518,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,35,7.214802905,gpt-5.2-chat-latest,medium,OH,5
5.2T1S1,36,6.170709109,gpt-5.2-chat-latest,high,RA,5
5.2T1S1,36,6.163887168,gpt-5.2-chat-latest,high,EW,5
5.2T1S1,36,6.326027948,gpt-5.2-chat-latest,high,OH,5
5.2T1S1,36,5.576372136,gpt-5.2-chat-latest,medium,RA,5
5.2T1S1,36,5.648971306,gpt-5.2-chat-latest,medium,EW,5
5.2T1S1,36,4.8868431,gpt-5.2-chat-latest,medium,OH,5
5.2T1S2,1,5.855224112,gpt-5.2-chat-latest,high,RA,6
5.2T1S2,1,5.996763213,gpt-5.2-chat-latest,high,EW,6
5.2T1S2,1,5.866763039,gpt-5.2-chat-latest,high,OH,6
5.2T1S2,1,6.042221686,gpt-5.2-chat-latest,medium,RA,6
5.2T1S2,1,5.899052456,gpt-5.2-chat-latest,medium,EW,6
5.2T1S2,1,5.779348628,gpt-5.2-chat-latest,medium,OH,6
5.2T1S2,2,6.228352725,gpt-5.2-chat-latest,high,RA,6
5.2T1S2,2,5.925050678,gpt-5.2-chat-latest,high,EW,6
5.2T1S2,2,6.192791209,gpt-5.2-chat-latest,high,OH,6
5.2T1S2,2,5.485498811,gpt-5.2-chat-latest,medium,RA,6
5.2T1S2,2,5.45773398,gpt-5.2-chat-latest,medium,EW,6
5.2T1S2,2,5.72274439,gpt-5.2-chat-latest,medium,OH,6
5.2T1S2,3,7.005471404,gpt-5.2-chat-latest,high,RA,6
5.2T1S2,3,6.596928702,gpt-5.2-chat-latest,high,EW,6
5.2T1S2,3,6.634045766,gpt-5.2-chat-latest,high,OH,6
5.2T1S2,3,6.852891046,gpt-5.2-chat-latest,medium,RA,6
5.2T1S2,3,7.043775104,gpt-5.2-chat-latest,medium,EW,6
5.2T1S2,3,6.730355942,gpt-5.2-chat-latest,medium,OH,6
5.2T1S2,4,5.755497772,gpt-5.2-chat-latest,high,RA,6
