"id","startdate","datestamp","A1","A1_other","A1B_1","A1B_2","A2","A3","A4","P1","P2","P3","P3B","P4_1","P4_2","P4_3","P4_4","P4_5","P6","S1_1_1","S1_1_2","S1_1_3","S1_2_1","S1_2_2","S1_2_3","S1_3_1","S1_3_2","S1_3_3","S1_4_1","S1_4_2","S1_4_3","S1_5_1","S1_5_2","S1_5_3","S1_6_1","S1_6_2","S1_6_3","S1_7_1","S1_7_2","S1_7_3","S1_8_1","S1_8_2","S1_8_3","S1_9_1","S1_9_2","S1_9_3","S1_10_1","S1_10_2","S1_10_3","S1B_11_1","S1B_11_2","S1B_11_3","S1B_12_1","S1B_12_2","S1B_12_3","S1B_13_1","S1B_13_2","S1B_13_3","S1B_14_1","S1B_14_2","S1B_14_3","S1B_15_1","S1B_15_2","S1B_15_3","S1B_16_1","S1B_16_2","S1B_16_3","S1B_17_1","S1B_17_2","S1B_17_3","S1B_18_1","S1B_18_2","S1B_18_3","S1B_19_1","S1B_19_2","S1B_19_3","S1B_20_1","S1B_20_2","S1B_20_3","S1C_21_1","S1C_21_2","S1C_21_3","S1C_22_1","S1C_22_2","S1C_22_3","S1C_23_1","S1C_23_2","S1C_23_3","S1C_24_1","S1C_24_2","S1C_24_3","S1C_25_1","S1C_25_2","S1C_25_3","S1C_26_1","S1C_26_2","S1C_26_3","S1C_27_1","S1C_27_2","S1C_27_3","S1C_28_1","S1C_28_2","S1C_28_3","S1C_29_1","S1C_29_2","S1C_29_3","S1C_30_1","S1C_30_2","S1C_30_3","S1D_31_1","S1D_31_2","S1D_31_3","S1D_32_1","S1D_32_2","S1D_32_3","S1D_33_1","S1D_33_2","S1D_33_3","S1D_34_1","S1D_34_2","S1D_34_3","S1D_35_1","S1D_35_2","S1D_35_3","S1D_36_1","S1D_36_2","S1D_36_3","S1D_37_1","S1D_37_2","S1D_37_3","S1D_38_1","S1D_38_2","S1D_38_3","S1D_39_1","S1D_39_2","S1D_39_3","S1D_40_1","S1D_40_2","S1D_40_3","S1E_41_1","S1E_41_2","S1E_41_3","S1E_42_1","S1E_42_2","S1E_42_3","S1E_43_1","S1E_43_2","S1E_43_3","S1E_44_1","S1E_44_2","S1E_44_3","S1E_45_1","S1E_45_2","S1E_45_3","S1E_46_1","S1E_46_2","S1E_46_3","S1E_47_1","S1E_47_2","S1E_47_3","S1E_48_1","S1E_48_2","S1E_48_3","S2_1","S2_2","S3_1","S3_2","S4","S5","S6_1","S6_2","S6_3","S6_4","S6_6","S6_7","S6_5","S6OTH1","S6OTH2","S7_1","S7_2","S7_3","S8_1","S8_2","S8B_1","S9","S10","S11","S11B","Q1_1","Q1_2","Q1_3","Q2","Q3","Q3A","Q3A2","Q4","Q4B","Q5","Q5B","Q01","Q02","Q03","Q04","Q05","Q11","Q11OTH","Q21_1","Q21_2","Q21_3","Q31","Q31B","Q32_1","Q411","Q412","Q422","Q43","Q51A_1","Q51A_2","Q51A_3","Q51B_1","Q51B_2","Q51B_3","Q521","Q522_1","Q522_2","Q522_3","Q522_4","Q522_5","Q522_6","Q522_7","Q522OTH","Q531","Q532_1","Q532_2","Q532_3","CODS1_4_3","CODS1_6_3","CODS1_10_3","CODS1B_11_3","CODS1B_13_3","CODS1B_14_3","CODS1B_15_3","CODS1B_16_3","CODS1B_17_3","CODS1B_18_3","CODS1B_19_3","CODS1C_21_3","CODS1C_22_3","CODS1C_23_3","CODS1C_24_3","CODS1C_25_3","CODS1C_26_3","CODS1C_27_3","CODS1C_30_3","CODS1D_31_3","CODS1D_32_3","CODS1D_36_3","CODS1D_37_3","CODS1D_38_3","CODS1D_39_3","CODS6OTH1","CODS6OTH2","CODS10","CODS11B","CODQ3A2","CODQ4B","CODQ5B","CODQ11OTH","CODQ522OTH","answersurvey","pid","nattempts","dayinterview","distrito","Gradex","I_Male","I_Agey","I_Ethnicity_Mestizo","I_Ethnicity_Blanco","I_Ethnicity_Indigena","I_Ethnicity_Afroecuatoriano","I_Ethnicity_Montubio","I_Ethnicity_Otro","I_Ethnicity_Mulato","I_Language_Esp_idioma_extr","I_Language_Nativa_idioma_extr","I_Language_Nativa_y_esp","I_Language_Solo_esp","I_Language_Solo_lengua_nativa","I_10_Income","IV_Mother_edu_Bachiller","IV_Mother_edu_LicenciaturaUnive","IV_Mother_edu_Maestria","IV_Mother_edu_PhD","IV_Mother_edu_Secundariaomenor","IV_Mother_work","IV_Mother_business","IV_Mothers_employees","IV_Father_work","IV_Father_edu_Bachiller","IV_Father_edu_LicenciaturaUnive","IV_Father_edu_Maestria","IV_Father_edu_PhD","IV_Father_edu_Secundariaomenor","IV_Father_business","IV_Fathers_employees","IV_Sibling_work","IV_Sibling_edu_Bachiller","IV_Sibling_edu_LicenciaturaUniv","IV_Sibling_edu_Maestria","IV_Sibling_edu_PhD","IV_Sibling_edu_Secundariaomeno","IV_Sibling_business","IV_Siblings_employees","havephone","dadphone","mumphone"
1583,4/7/2020 12:55:42,4/7/2020 13:15:33,1,,,,4/7/2020,6,40002121,1,1,1,,2,2,1,1,1,12,1,,,1,,,1,,,1,,,1,,,8,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,,8,,,8,,,3,,,3,,,3,,,3,,,3,,,98,,,98,,,98,,,98,,,98,,,2,,,2,,,1,,,1,,,3,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,9,0,0,0,2,2,,,,,,,,,,2,1,1,1,0,3,"matematica","HISTORIA DIBUJOS",2,,1,,,1,2,,,2,,2,,4,4,5,3,5,4,,0,0,1,"PREOCUPADO",4,8,1,,,,,1,,,,,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,1,40002121,1,7,"15D01","2","1","15","0","0","1","0","0","0","0","0","0","1","0","0","-1.421249","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",0,1,0
1443,4/6/2020 17:28:32,4/6/2020 17:42:34,1,,,,4/6/2020,5,40002122,1,1,1,,2,2,1,1,2,9,1,,,1,,,1,,,1,,,7,,,7,,,7,,,8,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,7,,,7,,,8,,,8,,,3,,,3,,,3,,,2,,,3,,,3,,,8,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,1,0,1,1,2,2,2,2,2,2,1,"WHATSAPP",,2,1,1,1,30,2,"LENGUA Y LITERATURA","CONSULTAS DE CIUDADANIA",2,,1,,,1,2,,,2,,2,,2,2,3,4,4,4,,0,1,0,"MIEDO",3,8,1,,,,,1,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,18,,,,,,,1,40002122,2,6,"15D01","2","0","16","0","0","1","0","0","0","0","0","0","1","0","0","-1.015319","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","1","2",1,0,0
1797,4/8/2020 13:27:02,4/8/2020 14:28:12,1,,,,4/8/2020,2,40002123,1,1,1,,1,2,1,1,2,10,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,8,,,3,,,3,,,3,,,3,,,3,,,2,,,17,,,17,,,17,,,17,,,8,,,8,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,2,1,2,2,2,1,1,1,1,"WHATSAPP",,2,2,1,6,30,3,"INGLES","NINGUNA",2,,1,,,1,2,,,2,,2,,4,4,4,5,5,4,,0,1,0,"MAL",4,7,2,,,2,,,,,1,1,1,,,,2,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,97,,,,,,,1,40002123,2,8,"15D01","2","1","17","0","0","1","0","0","0","0","0","0","0","1","0","-1.262943","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0",1,0,0
4432,5/5/2020 20:09:10,5/5/2020 20:10:20,8,"BUZON",,,5/5/2020,6,40002124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40002124,2,35,"15D01","2","0","16","0","0","1","0","0","0","0","0","0","1","0","0","-1.602046","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0",0,0,1
917,4/4/2020 12:12:01,4/4/2020 12:30:44,1,,,,4/4/2020,9,40002125,1,1,1,,1,1,1,1,1,9,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,8,,,9,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,8,,,17,,,17,,,17,,,17,,,17,,,3,,,3,,,3,,,7,,,7,,,8,,,9,,,9,,,9,,,22,,,22,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,30,2,1,2,1,2,1,2,1,1,"Whatsapp",,2,1,1,4,0,4,"Historia","Leer documentos",1,"Motivación para hacer deberes",4,,,1,2,,,2,,2,,1,2,5,4,5,7,"La gente no respeta las leyes que el Gobierno da",1,0,0,"Pensativa",3,5,1,,,,2,,,,,,1,1,,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,25,12,,,,12,,1,40002125,1,4,"22D01","1","0","15","1","0","0","0","0","0","0","1","0","0","0","0","1.03632","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","8","0","0","0","0","0","1","0","0",1,0,0
3261,4/16/2020 11:56:50,4/16/2020 12:13:18,1,,,,4/16/2020,5,40002126,1,1,1,,2,2,1,1,1,12,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,2,,,9,,,9,,,9,,,9,,,9,,,9,,,8,,,8,,,3,,,3,,,1,,,1,,,1,,,1,,,3,,,3,,,3,,,20,,,20,,,20,,,8,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,2,1,2,2,2,2,2,2,1,"WHATSAPP",,2,1,1,0,0,3,"MATEMATICAS","EJERCICIOS DE MATEMATICAS",2,,,,,1,1,2,,,,2,,1,2,3,3,4,4,,1,0,0,"DEPRIMIDA",4,7,3,1,1,,,,,,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,,,,,,,1,40002126,2,16,"22D01","1","0","16","1","0","0","0","0","0","0","0","0","0","1","0","-.8225502","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0",1,0,0
3344,4/16/2020 16:21:53,4/16/2020 16:22:27,4,,,,4/16/2020,3,40002127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40002127,5,16,"22D01","1","1","14","1","0","0","0","0","0","0","0","0","0","1","0","-.4834477","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","3","0","1","0","0","0","0","0","0",1,0,0
1290,4/6/2020 09:18:15,4/6/2020 09:21:16,8,"DIRECTO AL BUZON",,,4/6/2020,5,40002128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40002128,1,6,"22D01","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0","1.846971","0","1","0","0","0","1","1","1","1","1","0","0","0","0","1","9","0","0","0","0","0","1","0","0",1,0,0
5423,4/15/2020 20:19:14,4/15/2020 20:26:21,1,,,,4/15/2020,1,40002129,1,1,1,,1,1,1,1,2,12,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,17,,,17,,,17,,,17,,,17,22,,17,22,,17,22,,17,22,,8,,,17,,,17,,,17,,,17,,,17,,,20,,,20,,,20,,,20,,,20,,,2,,,9,,,9,,,7,,,7,,,8,,,20,,,20,,,23,,,23,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,0,2,0,1,1,2,2,1,1,1,2,2,,,1,1,1,3,40,4,"EDUCACION ARTISTICA","fisica",2,,1,1,15,1,2,,,2,,2,,2,2,4,4,5,7,"la insertidumbre de no saber hasta cuando vamos a estar en esta cituacion",1,0,0,"asustado",3,8,1,,,,,,1,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,2,,1,40002129,1,15,"22D01","1","0","14","1","0","0","0","0","0","0","0","0","0","1","0","-.6059965","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","4","1","0","1","0","0","0","0","0",1,0,0
1489,4/6/2020 23:05:45,4/6/2020 23:06:16,4,,,,4/6/2020,9,40002130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40002130,1,6,"22D01","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0","-1.602046","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0",1,0,0
3882,4/25/2020 16:33:22,4/25/2020 16:48:07,1,,,,4/25/2020,3,40002131,1,1,1,,1,1,1,1,2,1,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,8,,,9,,,9,,,9,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,22,,23,22,,23,22,,23,22,,23,22,,23,22,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,3,0,2,1,2,2,2,1,2,2,1,"Correo",,2,1,1,3,0,3,"Mecánica","Ninguna",1,"Convivir con la familia",,,,1,2,,,2,,2,,1,1,5,5,5,1,,1,0,0,"Mal",1,1,1,,,,1,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,97,22,,,,,,1,40002131,2,25,"17D11","1","1","14","1","0","0","0","0","0","0","0","0","0","1","0",".9112454","1","0","0","0","0","1","1","2","1","0","0","0","0","1","1","2","1","1","0","0","0","0","0","0",1,0,0
395,4/2/2020 09:50:18,4/2/2020 09:52:53,4,,,,4/2/2020,5,40002132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40002132,1,2,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","0","1","-.605996486379539","0","0","0","0","1","1","0","0","NA","0","0","0","0","0","NA","NA","NA","0","0","0","0","0","NA","NA",1,0,0
2472,4/10/2020 23:48:38,4/10/2020 23:49:12,4,,,,4/10/2020,9,40002133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40002133,1,10,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0","-8.437238000000001","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","3","0","1","0","0","0","0","0","0",1,0,0
1214,4/5/2020 18:44:00,4/5/2020 18:45:00,6,"Apagado",,,4/5/2020,7,40002134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40002134,1,5,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0","-.062313026578558","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","NA","0","0","0","0","0","NA","NA",1,0,0
2297,4/10/2020 11:13:51,4/10/2020 11:44:09,1,,,,4/10/2020,5,40002135,1,1,1,,1,1,1,1,2,11,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,9,,,9,,,9,,,4,,,4,,,4,,,4,,,4,,,8,,,8,,,3,,,3,,,3,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,8,,,3,23,,3,23,,3,23,,3,23,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,3,0,1,0,2,1,2,2,2,1,2,2,1,"WHATSAPP",,2,1,1,3,0,4,"BIOLOGIA","CUESTIONARIOS DE BIOLOGIA",1,"ESTUDIAR PARA SACAR BIENAS NOTAS",1,,,1,2,,,2,,2,,3,2,3,4,5,4,,1,1,0,"TRISTE",1,7,2,,,3,,,,,,1,1,,,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,9,,,,,,1,40002135,2,10,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","1","0","0","-.5264903190107","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0",1,0,0
2068,4/9/2020 12:35:51,4/9/2020 12:54:35,1,,,,4/9/2020,3,40002136,1,1,1,,1,1,2,1,2,6,1,,,1,,,1,,,1,,,4,,,8,,,8,,,9,,,9,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,23,,,8,,,3,,,3,,,3,,,9,,,22,,,22,,,22,,,22,,,20,,,20,,,20,,,20,,,8,,,22,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,30,3,0,2,1,2,2,2,1,2,2,1,"Gmail",,2,2,1,4,0,3,"Biología","Consultas de biología",1,"Aprender sobre filosofía",1,,,1,2,,,1,"Investigar sobre varios temas",1,"Investigar sobre varios temas",3,4,5,5,5,4,,1,0,0,"Molesta",9,5,2,,,1,,,,1,,,2,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,2,32,,3,2,,,1,40002136,2,9,"17D11","1","0","15","1","0","0","0","0","0","0","1","0","0","0","0",".737146787222821","1","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0",0,1,1
2528,4/11/2020 11:15:00,4/11/2020 11:33:00,1,,,,4/11/2020,2,40002137,1,1,1,,1,1,2,1,1,2,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,9,,,8,,,8,,,20,,,20,,,20,,,20,,,20,,,8,,,22,23,,22,23,,22,23,,22,23,,3,,,3,,,3,,,3,,,3,,,8,,,8,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,1,0,2,1,2,2,2,1,1,1,1,"WHATSAAP LE MANDAN DEBERES",,2,1,1,0,0,3,"MATEMATICAS","NINGUNA ACTIVIDAD",1,"APRENDER INGLES",3,,,1,2,,,2,,2,,4,4,1,5,5,7,"AISLAMIENTO",,1,,"MAL",1,5,2,,,2,,,,,1,,1,,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,97,1,,,,7,,1,40002137,1,11,"17D11","1","1","14","1","0","0","0","0","0","0","0","0","0","1","0","-.447690521254905","0","0","0","0","1","1","1","10","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1,0,0
2142,4/9/2020 16:15:45,4/9/2020 16:24:03,1,,,,4/9/2020,10,40002138,1,1,1,,2,2,1,1,1,7,1,,,1,,,1,,,1,,,1,,,1,,,8,,,8,,,9,,,9,,,9,,,9,,,9,,,9,,,9,,,9,,,9,,,9,,,8,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,2,,,8,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,1,2,,,,,,,,,,2,1,1,6,0,4,"Lenguaje","Maquetas de mecanica",1,"Aprender más mecanica",1,,,1,2,,,2,,2,,3,3,4,4,4,4,,0,1,0,"Mal",1,4,2,,,3,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,18,,,,,,1,40002138,1,9,"17D11","1","1","16","1","0","0","0","0","0","0","0","0","0","0","1","-.980856162693276","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0",1,0,0
4244,5/3/2020 20:23:02,5/3/2020 20:24:10,9,"NUMERO INCOMPLETO",,,5/3/2020,6,40002139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40002139,1,33,"17D11","1","1","15","1","0","0","0","0","0","0","1","0","0","0","0","1.686921","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",0,1,0
1623,4/7/2020 15:43:27,4/7/2020 15:59:50,1,,,,4/7/2020,6,40002140,1,1,1,,2,1,1,1,1,1,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,9,,,9,,,9,,,3,,,3,,,3,,,3,,,8,,,3,,,3,,,19,,,19,,,19,,,19,,,19,,,19,,,19,,,19,,,3,,,3,,,8,,,2,,,22,,,22,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,5,0,30,2,2,,,,,,,,,,2,2,2,0,0,1,"NINGUNA","NINGUNA",2,,1,,,2,2,,,2,,2,,2,3,5,5,4,3,,0,1,0,"AGOBIANTE",4,5,1,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,1,40002140,1,7,"17D11","1","1","18","1","0","0","0","0","0","0","0","0","0","1","0",".5921075","1","0","0","0","0","1","1","3","NA","0","0","0","0","0","NA","NA","0","1","0","0","0","0","0","0",1,0,0
2280,4/10/2020 10:27:49,4/10/2020 10:56:42,1,,,,4/10/2020,3,40002141,1,1,1,,2,1,1,1,2,2,1,,,1,,,20,,,20,,,8,,,8,,,9,,,9,,,9,,,9,,,9,,,9,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,8,,,17,,,17,,,20,,,20,,,20,,,20,,,20,,,20,,,2,,,20,,,20,,,8,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,3,0,0,0,2,1,2,2,2,1,2,2,1,"Correo",,2,1,1,4,0,5,"Biología","Investigar sobre biología",1,"Practicar música",,,,1,1,1,"Investigar",,,2,,2,3,5,3,4,4,,1,0,0,"Deprimido",4,7,2,,,2,,,,1,,,1,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,2,9,96,,,,,1,40002141,1,10,"17D11","1","1","14","1","0","0","0","0","0","0","0","0","0","0","1","1.72267814051634","0","0","0","0","1","1","1","2","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",0,1,0
5421,4/15/2020 18:54:12,4/15/2020 19:03:26,1,,,,4/15/2020,1,40002142,1,1,1,,2,1,1,1,2,4,1,,,1,,,1,,,1,,,1,,,1,,,1,,,9,,,11,,,11,,,8,,,17,,,17,,,17,,,7,,,7,,,7,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,20,,,20,,,20,,,20,,,20,,,20,,,8,,,3,,,3,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,0,0,0,2,2,,,,,,,,,,2,1,1,6,0,5,"BIOLOGIA","HISTORIA",1,"ME GUSTARIA APRENDER MAS SOBRE MATEMATICAS",3,,,1,1,2,,,,2,,2,3,3,3,5,1,,0,1,0,"ABURRIDO",1,7,3,3,2,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,,,,,1,40002142,1,15,"17D11","1","1","15","1","0","0","0","0","0","0","1","0","0","0","0","-.9808562","0","0","0","0","1","1","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0",0,0,1
