Destillerie:;Region:;Distrikt:;Hersteller:;Version:;Punkte:;Buch vom:;Adresse:;Telefon;Website;E-Mail
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1958, Cask 2245, 51,6%;86;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1966, Cask 4177, 51,5%;90;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1968, Cask 1316, 65,1%;91;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1973, Cask 2578, 58,8%;89;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1974, Cask 5786, 60,8%;86;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1977, Cask 61, 59%;85;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1980, Cask 1942, 50,1%;88;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1985, Cask 2826, 46,3%;88;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1988, Cask 7033, 56,3%;89;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1989, Cask 11721, 60%;88;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1992, Cask 264, 55,5%;88;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1994, Cask 2935, 59,6%;89;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1952, Cask 1713, 47,3%;84;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1960, Cask 1768, 44,6%;85;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1961, Cask 1322, 52,2%;86;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1962, Cask 2647, 52%;84;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1979, Cask 2216, 50,6%;88;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 1987, Cask 3826, 53,2%;86;M. J. 2010;Balindalloch, Banffshire, AB37 9BD;0044/18 07-50 02 57;www.glenfarclas.co.uk;J&Bgrant@glenfarclas.demon.co.uk
Glenfarclas;Highlands;Speyside;J. and G. Grant;Glenfarclas 41-Year-old, Scotch Malt Whisky Society 1.141, 48,1%;86;M. J. 2010;;;;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Special Old Reserve 40%;75;M.J. 1994;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Classic 43%;76;M.J. 1994;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 18-year-old 43%;78;M.J. 1994;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Excellence 18-year-old 43%;77;M.J. 1994;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 21-year-old 43%;81;M.J. 1994;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 30-year-old 43%;86;M.J. 1994;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 30-year-old (1963) 53,1% Cadenhead;77;M.J. 1994;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 15-year-old 51%;80;M. J. 1999;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 15-year-old Solera Reserve 40%;78;M. J. 1999;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Excellence 18-year-old 43%;79;M. J. 1999;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Ancient Reserve 18-year-old 40%;78;M. J. 1999;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Superior Reserve 18-year-old 43%;79;M. J. 1999;Dufftown, Banffshire, AB55 4DH;0044/13 40-82 00 00;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Special Reserve, 12-year-old, 40%;77;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Caoran Reserve, 12-year-old, 40%;82;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Solera Reserve , 15-yera-old, 40%;81;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 18-years-old, 40%;78;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 21-years-old, 40%;76;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 21-years-old, Gran Reserva, 40%;86;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 30-years-old, 43%;86;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Rare Collection 40-year-old, 43,6%;92;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 50-year-old, 43%;88;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich 1983, Cask 10888, 53,4%;81;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Vintage Reserve 1975, Cask 287, 51,1%;81;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Vintage Reserve 1976, Cask 516, 52,1%;85;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;Glenfiddich Vintage Reserve 1977, Cask 4414, 54,4%;87;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;1974;83;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;1973;87;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;1967;82;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;1965;86;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glenfiddich;Highlands;Speyside;William Grant & Sons;1961;92;M. J. 2010;Dufftown, Banffshire, AB55 4DH;0044/1340-82 03 73;www.glenfiddich.com;
Glen Flagler;Central Lowlands;Central Lowlands;Inver House;Glen Flagler 24-year-old 52%;70;M. J. 1999;Towers Road, Moffat, Airdrie,Lanarkshire, ML6 8PL;;www.inverhouse.com;enquiries@inverhouse.com
Glen Flagler;Central Lowlands;Central Lowlands;Inver House;Glen Flagler 1970 52% Signatory;63;M. J. 1999;Towers Road, Moffat, Airdrie,Lanarkshire, ML6 8PL;;www.inverhouse.com;enquiries@inverhouse.com
Glen Flagler;Central Lowlands;Central Lowlands;Inver House;Killyloch 1972 22-year-old 52,6%;69;M. J. 1999;Towers Road, Moffat, Airdrie,Lanarkshire, ML6 8PL;;www.inverhouse.com;enquiries@inverhouse.com
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 1984 40%;76;M.J. 1994;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 12-year-old 40%;77;M.J. 1994;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 15-year-old 43%;79;M.J. 1994;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 21-year-old 43%;80;M.J. 1994;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 17-year-old 54,2% Cadenhead;75;M.J. 1994;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 8-year-old 40%;76;M. J. 1999;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 18-year-old Selected Cask Vatting 59,4%;80;M. J. 1999;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 27-year-old Selct Cask Vatting 49,6%;80;M. J. 1999;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 29-year-old Individual Cask Bottling 56,6& Hogshead;81;M. J. 1999;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 43% limitierte Jubiläumsedition;81;M. J. 1999;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 1971 Oddbins;80;M. J. 1999;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.morrisonbowmore.co.uk;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch Highland Tradition 40%;75;M. J. 2010;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.glengarioch.com;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 10-year-old 40%;75;M. J. 2010;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.glengarioch.com;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 12-year-old 40%;75;M. J. 2010;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.glengarioch.com;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 20-year-old Distilled 1988 Bottled 2009 Cask No 1558 Duncan Taylor 54,4%;76;M. J. 2010;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.glengarioch.com;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 12-year-old Provenance 46%;64;M. J. 2010;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.glengarioch.com;
Glengarioch;Highlands;Eastern Highlands;Morrison Bowmore;Glen Garioch 16-year-old Old Malt Cask 50%;82;M. J. 2010;Old Meldrum, Aberdeenshire, AB51 0ES;0044/16 51-87 34 50;www.glengarioch.com;
Glenglassaugh;Highlands;Speyside;Highland Distillers;Glenglassaugh keine Altersangabe 40%;76;M.J. 1994;Portsoy, Banffshire, AB45 2SQ;;;
Glenglassaugh;Highlands;Speyside;Highland Distillers;Glenglassaugh 1983 40% Connoisseurs Choice;76;M.J. 1994;Portsoy, Banffshire, AB45 2SQ;;;
Glenglassaugh;Highlands;Speyside;Highland Distillers;Glenglassaugh 15-year-old 59% Cadenhead;76;M.J. 1994;Portsoy, Banffshire, AB45 2SQ;;;
Glenglassaugh;Highlands;Speyside;Highland Distillers;Glenglassaugh 1973 Family Silver 40% The Family Silver;81;M. J. 1999;Portsoy, Banffshire, AB45 2SQ;;;
Glenglassaugh;Highlands;Speyside;Highland Distillers;Glenglassaugh 1986 40% Gordon & MacPhail;76;M. J. 1999;Portsoy, Banffshire, AB45 2SQ;;;
Glenglassaugh;Highlands;Speyside;Highland Distillers;Glenglassaugh 1974 56,9% Scott`s Selection;77;M. J. 1999;Portsoy, Banffshire, AB45 2SQ;;;
Glenglassaugh;Highlands;Speyside;The Scaent Group;Glenglassaugh 21-year-old, 46%;82;M. J. 2010;Portsoy, Banffshire, AB45 2SQ;;;
Glenglassaugh;Highlands;Speyside;The Scaent Group;Glenglassaugh 30-year-old, 55,1%;90;M. J. 2010;Portsoy, Banffshire, AB45 2SQ;;;
Glenglassaugh;Highlands;Speyside;The Scaent Group;Glenglassaugh 40-year-old, 44,8%;87;M. J. 2010;Portsoy, Banffshire, AB45 2SQ;;;
Glenglassaugh;Highlands;Speyside;The Scaent Group;Glenglassaugh 1973 Vintage Reserve, The Family Silver, 40%;78;M. J. 2010;Portsoy, Banffshire, AB45 2SQ;;;
Glenglassaugh;Highlands;Speyside;The Scaent Group;Glenglassaugh 30-year-old, Single Malts of Scotland, 49,8%;79;M. J. 2010;Portsoy, Banffshire, AB45 2SQ;;;
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 10-year-old 40%;74;M.J. 1994;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 12-year-old 43%;75;M.J. 1994;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 17-year-old 43%;77;M.J. 1994;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1968 50,3;79;M.J. 1994;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 21-year-old 43%;79;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 30-year-old 50%;79;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne Millenium 50%;80;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1972 57,6%;79;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1970 48,5%;78;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1970  golden Promise 48,5%;79;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1969 unfiltriert 47%;77;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1968  Sherry cask 50,3%;79;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne Winter 1967 Christmas Reserve 43%;80;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1972 Fass 583 55,9%;78;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1972 Fass 1428 60,3%;78;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1971 Fass 4855 56,2%;78;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1971 Fass 4687 57%;77;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1970 Fass 1186 51,5;77;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1970 Fass 3854 53,4%;76;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1970 Fass 4606 54,7%;76;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1970 Fass 4605 56%;76;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1969 Fass 4464 54,4%;77;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1969 Fass 3525 51,6%;76;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1989 Fino;78;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1985 Palo Cordato;77;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Lang Brothers;Glengoyne 1985 Amontillado;77;M. J. 1999;Dumgoyne, Stirlingshire, G63 9LB;0044/13 60-55 02 54;www.glengoyne.com;shendry@edrington.co.uk
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne 12-year-old, Cask Strength, 57,2%;68;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne 15-year-old, Scottish Oak, 43%;74;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne 16-year-old, European Hogshead, 52,3%;73;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne 17-year-old, 43%;78;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne Billy`s Choice, 18-year-old, Amontillardo, No 1202, 54,1%;83;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne Robbie`s Choice, 18-year-old, Ruby Port Hogshead, No 328, 55,1%;79;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne 19-year-old, Refii Sherry Cask, No 1227, 58,3%;86;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne 19-year-old, Oloroso Sherry Hogshead Cask, No 1200, 53,4%;78;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne 21-year-old, Sherry 43%;82;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne 21-year-old, Butt No 629, 53%;76;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glenngoyne Ronnie`s Choice, 22-year-old, Bourbon, 53,6%;83;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glengoyne;Highlands;Western Highlands;Ian Macleod Distillers Ltd.;Glengoyne Burnfoot, 40%;63;M. J. 2010;Dumgoyne(bei Glasgow), Stirlingshire, G63 9LV;0044/13 60-55 02 54;www.glengoyne.com;reception@glengoyne.com
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 5-year-old 40%;65;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant ohne Altersangabe 40%;74;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 10-year-old 43%;76;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 15-year-old 40% Gordon MacPhail;80;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
Glen Grant;Highlands;Speyside;Seagram/Chivas;Glen Grant 13-year-old 55,1% Cadenhead;76;M.J. 1994;Rothes, Morayshire, AB38 7BS;0044/15 42-78 33 18;;
