Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
518534,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2012-2014,01/02/2012,39.2,
628995,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2015-2017,01/01/2015,8.5,
628901,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405,Ridgewood - Forest Hills,2015-2017,01/01/2015,43.3,
518604,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2012-2014,01/02/2012,44.8,
628969,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2015-2017,01/01/2015,32.5,
628873,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2015-2017,01/01/2015,199.6,
175941,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2010,06/01/2010,24.4,
175967,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2011,06/01/2011,21,
222427,386,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2011,06/01/2011,31.5,
412016,386,Ozone (O3),Mean,ppb,UHF42,305,Upper East Side,Summer 2016,06/01/2016,30.2,
222469,386,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2011,06/01/2011,31.5,
412026,386,Ozone (O3),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2016,06/01/2016,33.5,
176679,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2013,12/01/2012,19.9,
176717,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2013,12/01/2012,14.7,
175909,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2009,06/01/2009,19.3,
176707,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2013,12/01/2012,18.7,
518524,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,303,East Harlem,2012-2014,01/02/2012,261.6,
628997,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,405,Ridgewood - Forest Hills,2015-2017,01/01/2015,10,
214122,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2014,12/01/2013,9.5,
334306,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2015,01/01/2015,8.1,
669931,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2020,01/01/2020,5.7,
170178,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2009,12/01/2008,11.4,
170326,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Annual Average 2011,12/01/2010,9.9,
170208,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Annual Average 2009,12/01/2008,10.3,
170284,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2011,12/01/2010,11.3,
213933,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Summer 2014,06/01/2014,10,
170190,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Annual Average 2009,12/01/2008,10.8,
547509,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Summer 2017,06/01/2017,10.1,
173138,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Winter 2009-10,12/01/2009,12.1,
669665,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Summer 2020,06/01/2020,7.4,
173192,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Winter 2011-12,12/01/2011,8.9,
173241,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Winter 2012-13,12/01/2012,12.2,
213957,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Summer 2014,06/01/2014,9.1,
334261,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Annual Average 2015,01/01/2015,9,
649974,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Winter 2018-19,12/01/2018,7.2,
170191,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Annual Average 2009,12/01/2008,10.8,
213975,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Summer 2014,06/01/2014,8.2,
650028,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2018-19,12/01/2018,7.3,
213976,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2014,06/01/2014,8.7,
669940,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Annual Average 2020,01/01/2020,6.4,
334318,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Annual Average 2015,01/01/2015,8.7,
650031,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Winter 2018-19,12/01/2018,7.6,
170296,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2011,12/01/2010,11.1,
169529,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Summer 2013,06/01/2013,10.6,
169470,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Summer 2012,06/01/2012,10.7,
169500,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Summer 2012,06/01/2012,10,
669820,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Annual Average 2020,01/01/2020,6.4,
178497,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Annual Average 2011,12/01/2010,9.6,
177909,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Summer 2012,06/01/2012,10,
336832,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2015,01/01/2015,19.3,
742225,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Winter 2020-21,12/01/2020,6.8,
547584,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2017,06/01/2017,8.6,
549791,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2017,01/01/2017,18.3,
175900,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2009,06/01/2009,28.5,
176708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2013,12/01/2012,16.4,
741216,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307,Sunset Park (CD7),Annual Average 2021,01/01/2021,18.1,
336834,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Winter 2014-15,12/01/2014,25.4,
216501,386,Ozone (O3),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2010,06/01/2010,33.4,
216502,386,Ozone (O3),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2011,06/01/2011,32.8,
667183,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2020,01/01/2020,19.6,
816858,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,304,Upper West Side,2010,01/01/2010,127.4,
816754,643,Annual vehicle miles traveled,Million miles,per square mile,CD,307,Sunset Park (CD7),2010,01/01/2010,90.1,
816739,643,Annual vehicle miles traveled,Million miles,per square mile,CD,314,Flatbush and Midwood (CD14),2019,01/01/2019,57.2,
816778,643,Annual vehicle miles traveled,Million miles,per square mile,CD,207,Kingsbridge Heights and Bedford (CD7),2010,01/01/2010,66.6,
151633,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,204,East New York,2005,01/01/2005,55.5,
151644,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,304,Upper West Side,2005,01/01/2005,103.2,
151640,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,211,Williamsburg - Bushwick,2005,01/01/2005,44.2,
518909,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,304,Upper West Side,2012-2014,01/02/2012,63.9,
628458,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,304,Upper West Side,2015-2017,01/01/2015,51.9,
518535,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,404,Bayside - Little Neck,2012-2014,01/02/2012,19.5,
412437,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2016,06/01/2016,14.3,
222589,386,Ozone (O3),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2011,06/01/2011,33,
222505,386,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2011,06/01/2011,31.5,
222504,386,Ozone (O3),Mean,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2010,06/01/2010,32.4,
179442,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2013,12/01/2012,13.8,
740892,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2021,01/01/2021,12.8,
336615,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2014-15,12/01/2014,18.3,
518621,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,304,Upper West Side,2012-2014,01/02/2012,9.1,
628982,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,211,Williamsburg - Bushwick,2015-2017,01/01/2015,20.5,
131428,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,211,Williamsburg - Bushwick,2009-2011,01/01/2009,184.6,
334084,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2015,01/01/2015,9.1,
649797,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2018-19,12/01/2018,7.2,
669706,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2020,01/01/2020,6,
669661,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Annual Average 2020,01/01/2020,6.4,
174195,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2011,12/01/2010,11.5,
174127,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2009,12/01/2008,12.2,
177879,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Summer 2011,06/01/2011,12.6,
410813,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2015-16,12/01/2015,9.7,
410816,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Winter 2015-16,12/01/2015,10.3,
177858,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,High Bridge - Morrisania,Summer 2011,06/01/2011,12.1,
549809,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2017,01/01/2017,16.1,
175906,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2009,06/01/2009,34.4,
176704,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Annual Average 2013,12/01/2012,30.3,
222557,386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2009,06/01/2009,21.2,
222473,386,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2009,06/01/2009,25.5,
336505,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2015,01/01/2015,22.3,
212431,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2014,06/01/2014,13.8,
176535,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Annual Average 2009,12/01/2008,32.7,
643398,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2018-19,12/01/2018,25.9,
643401,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2018-19,12/01/2018,27.7,
742207,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2020-21,12/01/2020,6.7,
177827,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2010,06/01/2010,11.4,
178456,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2010,12/01/2009,9.2,
649809,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2018-19,12/01/2018,7.2,
173753,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Summer 2013,06/01/2013,11.4,
669759,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Winter 2019-20,12/01/2019,10.3,
649745,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Summer 2019,06/01/2019,9.5,
649700,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Summer 2019,06/01/2019,7.9,
823277,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2022,06/01/2022,5.8,
178541,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2012,12/01/2011,8.3,
605711,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2018,01/01/2018,6.6,
742211,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2021,06/01/2021,8,
550076,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2017,01/01/2017,17.9,
741210,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2021,01/01/2021,15.9,
336840,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2014-15,12/01/2014,25.9,
336516,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Winter 2014-15,12/01/2014,27,
336561,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2014-15,12/01/2014,32.1,
549830,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2017,01/01/2017,28.5,
165903,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2010-11,12/01/2010,30.7,
166670,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2009,06/01/2009,19.7,
550130,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2017,01/01/2017,18.8,
741264,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2021,01/01/2021,17.5,
216376,386,Ozone (O3),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2011,06/01/2011,30.7,
816781,643,Annual vehicle miles traveled,Million miles,per square mile,CD,205,Fordham and University Heights (CD5),2019,01/01/2019,101,
816834,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,406,Fresh Meadows,2010,01/01/2010,95.5,
151642,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,302,Central Harlem - Morningside Heights,2005,01/01/2005,77.2,
154576,643,Annual vehicle miles traveled,Million miles,per square mile,CD,205,Fordham and University Heights (CD5),2005,01/01/2005,105.5,
154606,643,Annual vehicle miles traveled,Million miles,per square mile,CD,405,Ridgewood and Maspeth (CD5),2005,01/01/2005,49.4,
151624,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,102,Northeast Bronx,2005,01/01/2005,38.8,
628438,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102,Northeast Bronx,2015-2017,01/01/2015,108.6,
628984,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2015-2017,01/01/2015,39.2,
412485,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2016,06/01/2016,18.1,
411995,386,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2016,06/01/2016,33.2,
222541,386,Ozone (O3),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2011,06/01/2011,24.2,
175880,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2009,06/01/2009,17.9,
740898,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2021,01/01/2021,16,
175366,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2010-11,12/01/2010,29.4,
176710,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2013,12/01/2012,19,
827452,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2017-2019,01/01/2017,50,
131412,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102,Northeast Bronx,2009-2011,01/01/2009,73.4,
518537,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406,Fresh Meadows,2012-2014,01/02/2012,57.7,
518633,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406,Fresh Meadows,2012-2014,01/02/2012,11.9,
410795,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2015-16,12/01/2015,8.6,
742222,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2020-21,12/01/2020,6.8,
410802,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2016,06/01/2016,9.7,
410826,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Summer 2016,06/01/2016,7.8,
742174,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2020-21,12/01/2020,6.8,
177855,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Summer 2011,06/01/2011,11.5,
410825,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Winter 2015-16,12/01/2015,7.7,
177885,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Summer 2011,06/01/2011,11.4,
742258,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2020-21,12/01/2020,6.7,
177822,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2010,06/01/2010,12.5,
177864,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2011,06/01/2011,12,
176513,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2009,12/01/2008,28.1,
667081,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2020,01/01/2020,18.5,
667111,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2020,01/01/2020,17.1,
643347,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2018-19,12/01/2018,23.2,
176520,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2009,12/01/2008,25.3,
176604,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2011,12/01/2010,23.9,
667123,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Annual Average 2020,01/01/2020,16.8,
176529,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2009,12/01/2008,29.9,
212436,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2014,06/01/2014,19.2,
176531,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2009,12/01/2008,34.3,
336556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2015,01/01/2015,25.7,
667189,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2020,01/01/2020,20.9,
212438,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Summer 2014,06/01/2014,23.5,
176602,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2011,12/01/2010,25.3,
176539,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2009,12/01/2008,22.7,
410768,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2015-16,12/01/2015,9.3,
178461,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2010,12/01/2009,10.4,
178471,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Annual Average 2010,12/01/2009,9.3,
178443,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Annual Average 2010,12/01/2009,10.3,
669741,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Winter 2019-20,12/01/2019,7.7,
177318,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2012-13,12/01/2012,10.8,
649697,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2019,06/01/2019,8.9,
669804,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2019-20,12/01/2019,8.2,
131439,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2009-2011,01/01/2009,79.4,
174140,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2009,12/01/2008,9.8,
174208,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2011,12/01/2010,9.5,
211991,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Summer 2014,06/01/2014,8,
334171,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2015,01/01/2015,8,
669619,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2020,01/01/2020,5.8,
649884,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Winter 2018-19,12/01/2018,6.6,
410736,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Summer 2016,06/01/2016,8,
742183,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2020-21,12/01/2020,8,
177860,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2011,06/01/2011,12.8,
336576,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Winter 2014-15,12/01/2014,26.2,
222629,386,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summer 2009,06/01/2009,24.4,
669676,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2020,01/01/2020,5.9,
823413,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2021-22,12/01/2021,7.4,
173766,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Summer 2013,06/01/2013,9.4,
173732,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Summer 2012,06/01/2012,9.9,
410956,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2016,12/31/2015,7,
605882,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2018,01/01/2018,6.5,
742382,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Summer 2021,06/01/2021,8.2,
178525,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Annual Average 2012,12/01/2011,9.3,
169404,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Summer 2011,06/01/2011,13.1,
169345,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Summer 2010,06/01/2010,13.7,
177314,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Winter 2012-13,12/01/2012,11.6,
333974,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2015,06/01/2015,11,
178448,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2010,12/01/2009,10.6,
628945,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,401,Long Island City - Astoria,2015-2017,01/01/2015,28.7,
411994,386,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2016,06/01/2016,32.5,
172712,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2012,12/01/2011,17,
825861,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Summer 2022,06/01/2022,8.9,
172693,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2012,12/01/2011,19.3,
122136,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,2-Year Summer Average 2009-2010,06/01/2009,28,
605284,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,30.9,
