"response","nsyll","npause","dur_s","phonationtime_s","speechrate","articulationrate","asd","nrFP","tFP_s","test_item_id","transcription","user_id","test_component_id","correct_sentence","correct_sentence2","distancelv","distancelv2"
"76bbabce-cbb8-4bea-b327-b59eaf3752b3",10,2,7.92,1.86,1.26,5.39,0.186,0,0,122,"everyone loved to read the comic books as a child",287,12,"everyone loves to read comic books as a child","everyone loved to read comic books as a child",-5,-4
"76c35910-e733-4390-b73b-617d11294ed1",11,0,7.98,3.76,1.38,2.93,0.342,2,0.304,20,"before dinner she asked to play with his friends",72,8,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",-10,-10
"76cba6e4-a3ff-4b8d-8ca1-93716e7595eb",10,0,7.98,2.96,1.25,3.38,0.296,1,0.104,152,"a student must do anything the teacher says",213,12,"a good student must do everything the teacher says","a good student must do everything the teacher says",-9,-9
"76dd39c2-6dcf-4631-bf64-812d739ae0e2",14,1,7.98,4,1.75,3.5,0.286,3,0.584,27,"european people are more tolerant than ancient people",91,8,"european people tend to be taller than asian people","european people tend to be taller than asian people",-16,-16
"76f1800d-957f-4f95-877e-04ca55af3cd5",14,1,7.98,3.94,1.75,3.56,0.281,2,0.168,182,"the chinese people were the first to land on the moon werent they",107,13,"the chinese people were the first to land on the moon werent they","the chinese people were the first to land on the moon werent they",0,0
"76f4646e-a755-4c82-9613-b9987768c1ad",14,1,8,3.58,1.75,3.91,0.256,2,0.288,183,"spending two hours at the gym is a waste of time isnt it",45,13,"spending two hours at the gym is a waste of time isnt it","spending two hours at the gym is a waste of time isnt it",0,0
"76f596ab-d139-4fa6-b58a-29e736432d4d",19,0,7.98,4.59,2.38,4.14,0.242,2,0.288,165,"abraham lincoln is considered one of the best presidents of the united states",115,13,"abraham lincoln is considered one of the greatest presidents of the united states","abraham lincoln is considered one of the greatest presidents of the united states",-5,-5
"76f9c1d6-8f1a-491a-af9c-e28127e14c15",13,2,8,4.8,1.63,2.71,0.369,3,0.616,65,"women like to buy jewellery necklaces and rings when they get married",289,10,"women like to buy jewellery necklaces and rings when they get married","women like to buy jewellery necklaces and rings when they get married",0,0
"770ef1d1-b3bd-4fd4-917e-98a7e91b8310",13,0,7.98,3.14,1.63,4.15,0.241,1,0.074,10,"americans usually likes to have bread for breakfast",246,8,"americans usually like to have bread for breakfast","americans usually like to have bread for breakfast",-1,-1
"771566d6-865a-433e-995f-b8ca21f878bb",18,2,7.98,4.98,2.26,3.61,0.277,2,0.392,103,"joe tells them they need studying hard for their test which is incorrect grammatically",181,11,"jo tells them they have to study hard for each test","jo tells them they have to study hard for each test",-47,-47
"7724fdfd-1b62-4dde-8827-f8eaf186fe20",13,2,7.98,3.68,1.63,3.53,0.283,0,0,77,"many people are curious about how the pyramids were built",155,10,"many people are curious about how the pyramids were built","many people are curious about how the pyramids were built",0,0
"773fde20-1363-4cdf-a7b2-bf83072c6a37",11,1,7.98,3.47,1.38,3.17,0.316,1,0.128,127,"young people ask their parents for help finding jobs",213,12,"young people often seek advice from their parents about finding jobs","young people often seek advice from their parents about finding jobs",-28,-28
"775a5d5c-f179-4172-ba99-74e1ad4c2282",14,0,7.98,3.12,1.75,4.49,0.223,3,0.704,23,"girls always want to know how do celebrities stay fit",61,8,"girls always want to know how celebrities stay fit","girls always want to know how celebrities stay fit",-3,-3
"77779fe0-781a-4c89-a8c1-42c896807d0b",14,0,8.03,3.07,1.74,4.56,0.219,1,0.117,147,"it is acceptable for teachers to physically punish the students",153,12,"it is acceptable for teachers to physically punish students","it is acceptable for teachers to physically punish students",-4,-4
"77878552-b258-4c13-a9a1-efcb0fc7756c",11,1,8.07,3.44,1.36,3.2,0.313,0,0,166,"karl believes he needs to prepare an extra cake for tomorrow",54,13,"carl believes he needs to prepare an extra cake for tomorrow","carl believes he needs to prepare an extra cake for tomorrow",-1,-1
"77927c2c-c14f-4475-b008-14ff0c6839b7",15,1,7.98,3.09,1.88,4.86,0.206,0,0,62,"my guns usually have like to have bets for breakfast",137,10,"americans usually like to have bread for breakfast","americans usually like to have bread for breakfast",-14,-14
"7792f68e-ac23-4e76-99ae-ed04cf11ae2c",13,1,7.98,3.41,1.63,3.81,0.262,1,0.088,37,"the software that taylor swift invented it changed the rules",81,8,"the software that taylor swift invented changed the world","the software that taylor swift invented changed the world",-8,-8
"779bca1a-0467-44c6-9102-aecec2dd8b38",5,3,7.98,1.73,0.63,2.89,0.346,1,0.4,83,"is it",270,10,"it is acceptable for teachers to physically punish students","it is acceptable for teachers to physically punish students",-54,-54
"77a8eaa6-9fb2-4fd2-9b1d-24a91d8c8d26",13,0,7.98,3.52,1.63,3.69,0.271,1,0.264,61,"regular exercise make people maintain normal weight",129,10,"regular exercise helps people maintain a normal w8","regular exercise helps people maintain a normal w8",-12,-12
"77af7a03-7a28-4dc1-bdf1-09531d959a87",10,0,7.98,3.26,1.25,3.06,0.326,0,0,75,"girls i once want to know how do celerities stay fit",139,10,"girls always want to know how celebrities stay fit","girls always want to know how celebrities stay fit",-10,-10
"77b00bd9-5d1b-43ef-b4d9-5388228de5ba",11,0,7.98,4.03,1.38,2.73,0.367,0,0,113,"luxury brands are cheaper in china than in the united states",181,11,"luxury brands are cheaper in china than in the united states","luxury brands are cheaper in china than in the united states",0,0
"77b90288-14e0-4328-93e3-cfc3c760af91",18,1,7.98,5.02,2.26,3.58,0.279,1,0.248,81,"luxury brands are more cheaper in china than other countries or places",116,10,"luxury brands are cheaper in china than in the united states","luxury brands are cheaper in china than in the united states",-21,-21
"77b9d2cd-0708-41e6-b19a-8e59290ef1a4",12,0,7.98,3.47,1.5,3.46,0.289,1,0.2,45,"new technology is always making our lives so much easier",161,10,"new technology always makes our lives much easier ","new technology always makes our lives much easier ",-10,-10
"77d108af-e659-4afd-9a23-ad54ee87de6c",18,1,7.98,4.45,2.26,4.05,0.247,3,0.376,123,"a good teacher makes learning a joy for children",189,12,"a good teacher makes learning a joy for students","a good teacher makes learning a joy for students",-7,-7
"77dd5e4d-3958-45a0-ab3d-5f481f8313e2",14,0,7.98,3.66,1.75,3.82,0.262,2,0.177,29,"luxury brands are cheaper in china than in united states",56,8,"luxury brands are cheaper in china than in the united states","luxury brands are cheaper in china than in the united states",-4,-4
"77dd9ae7-b871-49ac-8d48-a34d2f1ed031",21,1,7.98,5.97,2.63,3.52,0.284,4,0.814,86,"the chinese people are the first to land on the moon are they",32,10,"the chinese people were the first to land on the moon werent they","the chinese people were the first to land on the moon werent they",-6,-6
"77e02a4c-4aaa-44e0-b8f2-ff9f17301096",14,3,7.98,3.25,1.75,4.31,0.232,0,0,10,"americans usually like to have breads for breakfast",253,8,"americans usually like to have bread for breakfast","americans usually like to have bread for breakfast",-1,-1
"77ec1f1e-4773-405e-a162-b96f33518f4c",17,1,7.98,4.62,2.13,3.68,0.272,3,0.464,29,"luxury dresses are more cheaper in china than in the united states",224,8,"luxury brands are cheaper in china than in the united states","luxury brands are cheaper in china than in the united states",-10,-10
"77f5bb70-28a7-42fc-b9f6-55d63a33723d",13,0,7.98,3.02,1.63,4.3,0.233,0,0,70,"courts believe he need to prepare an extra kick for tomorrow",118,10,"carl believes he needs to prepare an extra cake for tomorrow","carl believes he needs to prepare an extra cake for tomorrow",-10,-10
"77ffcde7-d145-461f-8b91-63e9ca7f7f08",13,0,7.98,3.5,1.63,3.71,0.27,3,0.528,160,"sometimes dogs knock over the trash when theyre left alone",268,13,"sometimes dogs knock over the trash when they are left alone","sometimes dogs knock over the trash when they are left alone",-2,-2
"7804fb43-257b-44ea-9f43-d3e2aef94ab0",11,1,8.02,3.03,1.37,3.63,0.275,2,0.208,96,"sometimes cats go with the trash when left alone",266,11,"sometimes dogs knock over the trash when they are left alone","sometimes dogs knock over the trash when they are left alone",-20,-20
"7811fcb7-c9b5-4443-b013-105341e73bc1",10,0,7.92,2.27,1.26,4.4,0.227,0,0,56,"many people dont need 8 hours of sleep",192,13,"many people dont need 8 hours of sleep","many people dont need eight hours of sleep",0,-5
"781c47b3-90f7-47e6-b034-266570920a0c",13,0,7.98,3.6,1.63,3.61,0.277,1,0.424,110,"it is more harder to learn japanese than english",156,11,"it is harder to learn japanese than to learn english","it is harder to learn japanese than to learn english",-14,-14
"78233589-a36c-4429-85ce-a7fc4af82bcd",12,0,8.04,3.39,1.49,3.54,0.283,2,0.266,142,"its more harder to learn japanese than to learn english",153,12,"it is harder to learn japanese than to learn english","it is harder to learn japanese than to learn english",-5,-5
"782d74c7-dd63-4a30-875f-531edd877943",13,1,7.98,3.81,1.63,3.41,0.293,0,0,13,"women like to buy jewelry necklaces and when theyre married",61,8,"women like to buy jewellery necklaces and rings when they get married","women like to buy jewellery necklaces and rings when they get married",-11,-11
"7839ee2b-7b5d-4ffa-8a31-ae84c129ffc3",15,1,7.98,4.27,1.88,3.51,0.285,4,0.52,74,"people are not sure when the scientists find the cure for the cancer",179,10,"people are not sure when scientists will find a cure for cancer","people are not sure when scientists will find a cure for cancer",-16,-16
"78403caa-282a-4729-b659-35feb28fe5d8",15,1,7.98,4.58,1.88,3.28,0.305,0,0,65,"women like to buy jewelry necklaces and rings when they get married",139,10,"women like to buy jewellery necklaces and rings when they get married","women like to buy jewellery necklaces and rings when they get married",-2,-2
"7842e128-5157-4168-ad02-e6a8baa4326f",18,2,7.98,5.46,2.26,3.3,0.303,3,0.48,63,"you know young people often seek advice from their parents to finding jobs",70,10,"young people often seek advice from their parents about finding jobs","young people often seek advice from their parents about finding jobs",-13,-13
"7843bd14-e0ea-479d-9b5c-24f997087d5f",12,0,7.98,3.98,1.5,3.01,0.332,2,0.952,59,"new technologies always make our lives much easier",192,13,"new technology always makes our lives much easier ","new technology always makes our lives much easier ",-5,-5
"784f6f48-92d9-4788-b458-0cab82c1d52f",13,0,7.98,4.59,1.63,2.83,0.353,2,0.488,15,"stay alone with their friends but i dont know what about it",117,8,"children should not be allowed to stay out late with their friends ","children should not be allowed to stay out late with their friends ",-53,-53
"78549d10-57d5-495d-a5cc-cf58e273f13f",13,3,7.98,4.6,1.63,2.82,0.354,4,0.832,136,"before dinner kittenen has to play with her friends",184,12,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",-10,-10
"785d7b73-f608-415e-9133-3027fabcfd9b",19,1,7.92,4.27,2.4,4.45,0.225,0,0,65,"women like to buy jewelry necklaces and rings when they get married",30,10,"women like to buy jewellery necklaces and rings when they get married","women like to buy jewellery necklaces and rings when they get married",-2,-2
"786fe7e3-42c0-42d8-912e-fd85aaa1b52e",11,0,7.98,3.84,1.38,2.86,0.349,0,0,66,"some seats on planes are reserved for mothers with infants",191,10,"some seats on planes are reserved for mothers with infants","some seats on planes are reserved for mothers with infants",0,0
"788392e6-4c3b-495c-90f1-83b069106f15",12,0,7.98,2.86,1.5,4.19,0.239,2,0.314,160,"sometimes dogs knock over the trash when theyre alone",237,13,"sometimes dogs knock over the trash when they are left alone","sometimes dogs knock over the trash when they are left alone",-7,-7
"78850268-a35a-4b2c-8165-553ab0702510",12,1,7.98,2.96,1.5,4.05,0.247,1,0.304,70,"carol believes she needs to prepare an extra cake for tomorrow",88,10,"carl believes he needs to prepare an extra cake for tomorrow","carl believes he needs to prepare an extra cake for tomorrow",-2,-2
"788fe8b4-7612-4fb5-be9c-1ca5e36e3548",12,0,7.98,3.09,1.5,3.89,0.257,2,0.432,75,"girls always want to know how do celebrities stay fit",256,10,"girls always want to know how celebrities stay fit","girls always want to know how celebrities stay fit",-3,-3
"789ccfad-a2f0-47a3-8a9c-4b9ba036a4aa",15,1,7.98,4.01,1.88,3.74,0.267,1,0.152,45,"new technologies always make our life much easier",70,10,"new technology always makes our lives much easier ","new technology always makes our lives much easier ",-7,-7
"789d182f-62f3-4527-8e8c-99e2e2afb5dc",14,0,7.98,3.22,1.75,4.35,0.23,5,0.784,78,"it is more harder to learn japanese than to learn english",75,10,"it is harder to learn japanese than to learn english","it is harder to learn japanese than to learn english",-5,-5
"789d5ca7-c5e5-4a4e-8841-cbf65163bb4e",15,0,8.09,3.74,1.85,4.01,0.25,2,0.248,109,"many people are curious about how the pyramids were built",185,11,"many people are curious about how the pyramids were built","many people are curious about how the pyramids were built",0,0
"78c04896-778d-4de2-ac66-0b109f3d05b3",9,1,7.98,1.84,1.13,4.89,0.204,0,0,84,"gambling is a good way to earn money",248,10,"gambling is a good way to earn money","gambling is a good way to earn money",0,0
"78d560a3-1506-48a6-83a1-d944cbb4d012",8,0,7.98,3.14,1,2.55,0.392,1,0.224,168,"before dinner she often asks to play with her friends",165,13,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",0,0
"78dfe332-025b-477f-ba4a-48d155197347",14,0,7.98,4.29,1.75,3.26,0.306,0,0,42,"to learn chinese well you need to learn chinese",70,10,"to learn chinese history well you must learn to speak chinese","to learn chinese history well you must learn to speak chinese",-21,-21
"78ec9a55-a9c8-4f11-919a-cd3bc54cb1bf",7,1,7.98,4.61,0.88,1.52,0.659,2,0.2,31,"it is acceptable for teachers to punish students",229,8,"it is acceptable for teachers to physically punish students","it is acceptable for teachers to physically punish students",-11,-11
"78f923da-fead-479d-90e8-e63e5dc8a873",9,4,7.98,4.29,1.13,2.1,0.476,1,0.128,71,"joe tells them that they are studying hard for this test",137,10,"jo tells them they have to study hard for each test","jo tells them they have to study hard for each test",-17,-17
"78fcb3ca-c4f7-4a45-abc0-39e66839d7eb",20,2,7.98,6.15,2.51,3.25,0.307,4,0.52,159,"young people often seek advice from their parents for finding jobs",150,13,"young people often seek advice from their parents about finding jobs","young people often seek advice from their parents about finding jobs",-4,-4
"78fe11d0-d9c9-41ef-9ca2-fe22129df499",9,1,7.98,3.36,1.13,2.68,0.373,0,0,179,"its ok for teacher to physically punish a student",263,13,"it is acceptable for teachers to physically punish students","it is acceptable for teachers to physically punish students",-16,-16
"79002e31-7288-4e04-9019-473b1a42ee60",9,2,7.98,2.82,1.13,3.2,0.313,3,0.672,174,"it is more hard to learn japanese than english",55,13,"it is harder to learn japanese than to learn english","it is harder to learn japanese than to learn english",-16,-16
"790d9c2b-9fec-4410-a4ea-b9da0d83772f",16,0,7.98,4.3,2.01,3.72,0.269,3,0.76,106,"people are not sure when scientists will find a cure for cancer",181,11,"people are not sure when scientists will find a cure for cancer","people are not sure when scientists will find a cure for cancer",0,0
"7914dd89-0a87-4fb6-b079-6905e86d7473",23,0,8.1,5.36,2.84,4.29,0.233,1,0.112,63,"young people often seek advice from their parents about finding a job",97,10,"young people often seek advice from their parents about finding jobs","young people often seek advice from their parents about finding jobs",-3,-3
"79230caa-b5fa-43e6-beaa-78d1a33c4f15",20,1,7.98,5.17,2.51,3.87,0.258,0,0,60,"technology makes an important role in learning other languages nowadays",220,10,"technology plays an important role in language learning nowadays","technology plays an important role in language learning nowadays",-20,-20
"79290468-4507-46ee-b027-8b1e6003807d",13,0,7.98,3.63,1.63,3.58,0.279,4,0.912,86,"the chinese people were the first to land on the moon arent they",162,10,"the chinese people were the first to land on the moon werent they","the chinese people were the first to land on the moon werent they",-2,-2
"7929e562-9b73-43ef-9de9-48f57bee405b",17,1,7.98,4.26,2.13,3.99,0.25,4,0.568,170,"people are not sure when scientists will find a cure for cancer",107,13,"people are not sure when scientists will find a cure for cancer","people are not sure when scientists will find a cure for cancer",0,0
"792e43ae-8ff9-44f2-acad-7e4f06d631b0",14,0,7.98,3.66,1.75,3.82,0.262,0,0,80,"new zealand is greener and more beautiful than other countries",139,10,"new zealand is greener and more beautiful than other countries","new zealand is greener and more beautiful than other countries",0,0
"7935907f-82ed-4cae-81c5-35a7969e4854",8,0,7.98,2.21,1,3.62,0.276,0,0,180,"gambling is a good way to earning money",285,13,"gambling is a good way to earn money","gambling is a good way to earn money",-3,-3
"793b456c-8602-46e5-986e-0255abe6d79e",12,2,7.98,4,1.5,3,0.333,0,0,37,"the software that taylor swift invented it changed the world",42,8,"the software that taylor swift invented changed the world","the software that taylor swift invented changed the world",-3,-3
"793cbab2-6681-4125-a8e2-18276bf91d53",8,0,7.26,2.3,1.1,3.47,0.288,0,0,49,"to learn chinese is to be well you must learn to speak chinese",301,11,"to learn chinese history well you must learn to speak chinese","to learn chinese history well you must learn to speak chinese",-5,-5
"793dd84d-9db8-4c9b-baeb-d30df232cedb",13,0,8.07,3.82,1.61,3.4,0.294,1,0.36,134,"someone believes you should prepare another cake for tomorrow",153,12,"carl believes he needs to prepare an extra cake for tomorrow","carl believes he needs to prepare an extra cake for tomorrow",-23,-23
"793ec087-5d72-4fe8-a3d0-17e0d9d94818",19,1,7.8,3.82,2.44,4.97,0.201,3,0.392,159,"young people are closer to god compared to life fame and jobs",197,13,"young people often seek advice from their parents about finding jobs","young people often seek advice from their parents about finding jobs",-38,-38
"793fdc81-6685-42b1-b285-c1b401f855ea",14,1,8.09,3.06,1.73,4.58,0.218,2,0.432,19,"joe tells them they have been studying hard for each test",296,8,"jo tells them they have to study hard for each test","jo tells them they have to study hard for each test",-8,-8
"7949f0b7-3b03-4c50-a6a4-422aabd2d4eb",4,2,6.18,0.48,0.65,8.33,0.12,1,0.064,56,"you dont need 8 hours of sleep",55,13,"many people dont need 8 hours of sleep","many people dont need eight hours of sleep",-9,-14
"794e1b78-0a88-4694-8819-10c7287dc535",15,0,7.98,4.88,1.88,3.07,0.325,2,0.239,22,"people are not sure when scientists will find a cure for cancer",307,8,"people are not sure when scientists will find a cure for cancer","people are not sure when scientists will find a cure for cancer",0,0
"794e92d2-dfb2-48bb-865c-2a041376a3b7",23,2,7.98,5.73,2.88,4.01,0.249,1,0.096,161,"yes because we are stupid we men and we buy those stuff if women truly love you they dont need you anymore",93,13,"women like to buy jewellery necklaces and rings when they get married","women like to buy jewellery necklaces and rings when they get married",-81,-81
"794f32e9-53f2-462c-a0b0-bef88293e9b2",12,0,7.98,2.37,1.5,5.07,0.197,0,0,137,"every winter he wants to move to florida from michigan",287,12,"every winter he wants to move to florida from michigan","every winter he wants to move to florida from michigan",0,0
"795c9a35-2db9-4162-9457-0258233e35ae",17,1,7.98,4.24,2.13,4.01,0.249,2,0.306,161,"women like to buy jewelries necklaces and rings when they get married",115,13,"women like to buy jewellery necklaces and rings when they get married","women like to buy jewellery necklaces and rings when they get married",-4,-4
"79646c7b-b809-4708-8a10-fffca071fd6f",17,2,7.98,4.48,2.13,3.79,0.264,0,0,127,"young people always seek advice from their parents about finding jobs",287,12,"young people often seek advice from their parents about finding jobs","young people often seek advice from their parents about finding jobs",-6,-6
"79673ea0-7ce9-4f40-aa56-069f77863dd0",20,1,7.92,4.54,2.53,4.4,0.227,4,0.623,185,"something taylor swift did changed the world i didnt understand",51,13,"the software that taylor swift invented changed the world","the software that taylor swift invented changed the world",-39,-39
"7968e0e2-c2cb-4831-8d96-672ccad3aabf",11,0,7.98,3.41,1.38,3.23,0.31,3,0.528,75,"girls always want to know how celebrities taste fit",80,10,"girls always want to know how celebrities stay fit","girls always want to know how celebrities stay fit",-4,-4
"799ec093-d988-4132-9a63-7e85f2e65b5d",17,3,7.98,5.48,2.13,3.1,0.322,2,0.464,75,"its not only girls its humans as well like its every human that can be interested in that",281,10,"girls always want to know how celebrities stay fit","girls always want to know how celebrities stay fit",-65,-65
"79a3495f-725c-41b4-9675-61d56545b8c5",9,1,7.74,2.61,1.16,3.45,0.29,1,0.205,99,"the children should not be allowed to stay up late with their friends",133,11,"children should not be allowed to stay out late with their friends ","children should not be allowed to stay out late with their friends ",-7,-7
"79ad7f66-51de-497e-ae14-8028245029fb",10,1,7.98,3.27,1.25,3.06,0.327,1,0.088,23,"its to know how do celebrities stay fit",282,8,"girls always want to know how celebrities stay fit","girls always want to know how celebrities stay fit",-18,-18
"79aeaf88-d4ea-4328-9d72-ed1c837d0524",15,4,8.01,3.82,1.87,3.93,0.255,3,0.883,96,"i didnt understand the middle one so sometimes whatever like",291,11,"sometimes dogs knock over the trash when they are left alone","sometimes dogs knock over the trash when they are left alone",-48,-48
"79b1ddc4-d21c-482a-915e-1948cc363e57",11,1,7.98,2.58,1.38,4.27,0.234,2,0.216,107,"girls want to know how the celebrities stay fit",227,11,"girls always want to know how celebrities stay fit","girls always want to know how celebrities stay fit",-11,-11
"79c311b5-b5f7-4cca-a096-737dec93f288",16,0,7.98,4.75,2.01,3.37,0.297,0,0,33,"in the 1980s many chinese people could afford luxury cars",105,8,"in the 1980s many chinese people could afford luxury cars","in the 1980s many chinese people could afford luxury cars",0,0
"79c56c54-8fb5-412f-81e1-7e3c466c1f80",11,0,7.98,3.12,1.38,3.53,0.284,1,0.16,47,"a good teacher makes learning a joy for students",139,10,"a good teacher makes learning a joy for students","a good teacher makes learning a joy for students",0,0
"79c8a6dc-8f60-4248-a1a3-aaa68b8cad84",13,2,7.98,3.78,1.63,3.44,0.29,3,0.551,28,"new zealand is more beautiful than other countries",280,8,"new zealand is greener and more beautiful than other countries","new zealand is greener and more beautiful than other countries",-12,-12
"79d12635-41f7-4df0-888d-4a51c4f65b20",17,0,7.98,3.9,2.13,4.35,0.23,0,0,63,"young people usually ask advices to their parents to find their job",118,10,"young people often seek advice from their parents about finding jobs","young people often seek advice from their parents about finding jobs",-25,-25
"79dfef15-e315-4e6d-a08f-a07fb0a3ea68",9,1,7.92,2.98,1.14,3.02,0.331,1,0.256,90,"everyone loved to read comic books as a child",251,11,"everyone loves to read comic books as a child","everyone loved to read comic books as a child",-1,0
"79e67233-baac-4f01-a6f0-a9a97f5e3559",12,0,7.98,2.66,1.5,4.52,0.221,1,0.192,3,"many people dont need ada to off sleep",37,8,"many people dont need 8 hours of sleep","many people dont need eight hours of sleep",-8,-10
"79ef1a76-96a6-4e74-be36-bdc474f341d8",11,0,7.98,3.26,1.38,3.37,0.297,1,0.088,73,"every winter he wants to move to florida from michigan",144,10,"every winter he wants to move to florida from michigan","every winter he wants to move to florida from michigan",0,0
"79f11cb6-c7e1-4239-a638-824620f0bd38",10,0,7.98,3.2,1.25,3.12,0.32,0,0,25,"people are curious how the pyramids were built",56,8,"many people are curious about how the pyramids were built","many people are curious about how the pyramids were built",-11,-11
"7a13a6cb-e7ee-4c54-ae25-412c96fc6d34",11,0,7.98,2.46,1.38,4.46,0.224,0,0,123,"a good teacher made learning a joy for students",44,12,"a good teacher makes learning a joy for students","a good teacher makes learning a joy for students",-2,-2
"7a152f47-dcd5-4ba3-80a8-5ec4770eeff5",11,1,7.98,4.07,1.38,2.7,0.37,3,0.824,3,"many people dont need to eat our sauces",186,8,"many people dont need 8 hours of sleep","many people dont need eight hours of sleep",-13,-14
"7a1ea284-44c5-4b4a-9bc9-824ee2355547",14,0,7.98,3.31,1.75,4.23,0.237,1,0.12,73,"harry winters he wants to move from florida to michigan",118,10,"every winter he wants to move to florida from michigan","every winter he wants to move to florida from michigan",-10,-10
"7a29f149-8ff8-4d63-b354-e23a5907359d",14,0,7.98,3.28,1.75,4.27,0.234,1,0.264,111,"european people tend to be taller than asian people",172,11,"european people tend to be taller than asian people","european people tend to be taller than asian people",0,0
"7a2c2c7f-9333-4ae1-8195-204fa5699ce8",12,0,7.98,2.82,1.5,4.26,0.235,0,0,62,"americans usually like to have breads for breakfast",248,10,"americans usually like to have bread for breakfast","americans usually like to have bread for breakfast",-1,-1
"7a38c1f4-8d0a-48cc-bb50-a80d6fa861a4",9,0,7.98,2.88,1.13,3.12,0.32,2,0.688,58,"the weather in australia is warm in december",286,13,"the weather in australia is warm in december","the weather in australia is warm in december",0,0
"7a4d0864-6ada-449c-853d-76f1d917fcde",10,0,7.98,2.82,1.25,3.55,0.282,0,0,62,"americans usually like to have bread for breakfast",191,10,"americans usually like to have bread for breakfast","americans usually like to have bread for breakfast",0,0
"7a650afb-52fc-4844-8ba3-10c069f22f36",23,1,7.71,4.67,2.98,4.92,0.203,4,0.405,161,"i would like to buy jewelry necklaces and rings when they get old",197,13,"women like to buy jewellery necklaces and rings when they get married","women like to buy jewellery necklaces and rings when they get married",-13,-13
"7a7ed44d-99f3-4285-8f25-6ae1dc16a11e",17,1,7.98,4.46,2.13,3.81,0.263,0,0,33,"in the 1980s many chinese people could afford expensive cars",50,8,"in the 1980s many chinese people could afford luxury cars","in the 1980s many chinese people could afford luxury cars",-9,-9
"7a814296-4203-4906-a787-da50b3dc8be2",14,0,7.98,3.63,1.75,3.85,0.259,2,0.519,142,"it is more harder to learn japanese than to learn english",128,12,"it is harder to learn japanese than to learn english","it is harder to learn japanese than to learn english",-5,-5
"7a857dd1-5996-418e-a634-e7b6ee373d7b",12,0,7.98,2.51,1.5,4.78,0.209,1,0.176,158,"americans usually like to have bread for breakfast",268,13,"americans usually like to have bread for breakfast","americans usually like to have bread for breakfast",0,0
"7a8ede69-f4cd-44cb-96df-db4bcc129f77",13,3,7.98,4.33,1.63,3,0.333,2,0.729,91,"a good teacher makes joy in learning for the students",209,11,"a good teacher makes learning a joy for students","a good teacher makes learning a joy for students",-14,-14
"7aa7fff3-9972-4d7c-965a-236caff8ab4d",9,0,7.98,2.8,1.13,3.21,0.311,0,0,84,"gambling is a good way to earn money",136,10,"gambling is a good way to earn money","gambling is a good way to earn money",0,0
"7ab02f2b-2e5f-452f-9e5c-99b7fe128d83",12,0,7.98,3.01,1.5,3.99,0.251,0,0,92,"technology plays an important role in language learning nowadays",228,11,"technology plays an important role in language learning nowadays","technology plays an important role in language learning nowadays",0,0
"7abcb114-a459-457c-8249-bfb7bc44fead",11,0,7.98,2.82,1.38,3.91,0.256,0,0,50,"the weather in australia is warm in december",276,11,"the weather in australia is warm in december","the weather in australia is warm in december",0,0
"7abf9e9f-e251-4044-a61d-3fdf53fed41e",13,2,7.98,3.24,1.63,4.01,0.249,2,0.248,72,"before dinner she often asks to play with her friends",162,10,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",0,0
"7acfd8ea-3c73-4c9a-96d2-5440656ef8c5",9,0,7.98,2.37,1.13,3.8,0.263,0,0,54,"the weather in australia is warm in december",187,12,"the weather in australia is warm in december","the weather in australia is warm in december",0,0
"7ad3a9e8-504c-4867-ab67-751da9c97684",16,2,7.98,4.25,2.01,3.77,0.265,3,0.524,31,"it is acceptable for teachers to punish their students",307,8,"it is acceptable for teachers to physically punish students","it is acceptable for teachers to physically punish students",-13,-13
"7ad65d1f-669a-4c9c-8e1c-b30495914f67",17,4,7.98,5.97,2.13,2.85,0.351,1,0.448,8,"technology makes a culture lose for a learning for a passion",117,8,"technology plays an important role in language learning nowadays","technology plays an important role in language learning nowadays",-34,-34
"7ad8223e-2553-49d1-b0a8-8bc012989acb",15,1,7.92,3.46,1.89,4.34,0.23,1,0.176,124,"technology plays an important role in language learning nowadays",114,12,"technology plays an important role in language learning nowadays","technology plays an important role in language learning nowadays",0,0
"7aef5705-b86f-44a8-bf04-a321a826ff01",10,4,8.01,2.15,1.25,4.65,0.215,3,0.372,67,"children should not be allowed to stay out late with their friends",67,10,"children should not be allowed to stay out late with their friends ","children should not be allowed to stay out late with their friends ",-1,-1
"7aeff749-b573-4b42-8371-07f65aa485ac",12,2,7.98,3.23,1.5,3.71,0.269,2,0.272,10,"american chesiree likes to have eggs for breakfast",173,8,"americans usually like to have bread for breakfast","americans usually like to have bread for breakfast",-15,-15
"7af0e168-f0ae-4c56-b342-71aaefe689b3",14,0,7.98,3.01,1.75,4.65,0.215,3,0.384,142,"its more harder to learn japanese than to learn english",41,12,"it is harder to learn japanese than to learn english","it is harder to learn japanese than to learn english",-5,-5
"7b08b495-4ceb-4f0d-8f6c-612b5cedf401",13,0,8.07,3.1,1.61,4.19,0.239,0,0,112,"new zealand is greener and more beautiful than other countries",164,11,"new zealand is greener and more beautiful than other countries","new zealand is greener and more beautiful than other countries",0,0
