IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,MDG,Madagascar,Year,2010,false,,,,,,,,,,,,,13000,,,9700,,16000,13 000 [9700 – 16 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ESP,Spain,Year,2010,false,,,,,,,,,,,,,130000,,,120000,,140000,130 000 [120 000 – 140 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,HTI,Haiti,Year,2010,false,,,,,,,,,,,,,130000,,,120000,,150000,130 000 [120 000 – 150 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SSD,South Sudan,Year,2010,false,,,,,,,,,,,,,130000,,,130000,,150000,130 000 [130 000 – 150 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2010,false,,,,,,,,,,,,,1300,,,1200,,1400,1300 [1200 – 1400],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BLR,Belarus,Year,2010,false,,,,,,,,,,,,,14000,,,11000,,17000,14 000 [11 000 – 17 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,FRA,France,Year,2010,false,,,,,,,,,,,,,140000,,,120000,,150000,140 000 [120 000 – 150 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,CHE,Switzerland,Year,2010,false,,,,,,,,,,,,,15000,,,13000,,17000,15 000 [13 000 – 17 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,ERI,Eritrea,Year,2010,false,,,,,,,,,,,,,16000,,,12000,,21000,16 000 [12 000 – 21 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2010,false,,,,,,,,,,,,,1600,,,1400,,1700,1600 [1400 – 1700],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2010,false,,,,,,,,,,,,,17000,,,15000,,18000,17 000 [15 000 – 18 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ROU,Romania,Year,2010,false,,,,,,,,,,,,,17000,,,15000,,19000,17 000 [15 000 – 19 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,SRB,Serbia,Year,2010,false,,,,,,,,,,,,,1700,,,1500,,2000,1700 [1500 – 2000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2010,false,,,,,,,,,,,,,18000,,,16000,,20000,18 000 [16 000 – 20 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2010,false,,,,,,,,,,,,,180000,,,170000,,190000,180 000 [170 000 – 190 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,NAM,Namibia,Year,2010,false,,,,,,,,,,,,,180000,,,170000,,200000,180 000 [170 000 – 200 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2010,false,,,,,,,,,,,,,19000,,,16000,,23000,19 000 [16 000 – 23 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,NLD,Netherlands,Year,2010,false,,,,,,,,,,,,,19000,,,18000,,21000,19 000 [18 000 – 21 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2010,false,,,,,,,,,,,,,1900,,,1600,,2300,1900 [1600 – 2300],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,IND,India,Year,2010,false,,,,,,,,,,,,,2700000,,,2200000,,3300000,2 700 000 [2 200 000 – 3 300 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GMB,Gambia,Year,2010,false,,,,,,,,,,,,,20000,,,16000,,25000,20 000 [16 000 – 25 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CUB,Cuba,Year,2010,false,,,,,,,,,,,,,20000,,,18000,,22000,20 000 [18 000 – 22 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2010,false,,,,,,,,,,,,,2000,,,1700,,2200,2000 [1700 – 2200],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2010,false,,,,,,,,,,,,,21000,,,20000,,22000,21 000 [20 000 – 22 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2010,false,,,,,,,,,,,,,210000,,,180000,,230000,210 000 [180 000 – 230 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BRB,Barbados,Year,2010,false,,,,,,,,,,,,,2100,,,2000,,2300,2100 [2000 – 2300],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,SLV,El Salvador,Year,2010,false,,,,,,,,,,,,,22000,,,20000,,23000,22 000 [20 000 – 23 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2010,false,,,,,,,,,,,,,220000,,,210000,,230000,220 000 [210 000 – 230 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2010,false,,,,,,,,,,,,,2200,,,1800,,2500,2200 [1800 – 2500],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,MEX,Mexico,Year,2010,false,,,,,,,,,,,,,230000,,,210000,,240000,230 000 [210 000 – 240 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2010,false,,,,,,,,,,,,,230000,,,210000,,260000,230 000 [210 000 – 260 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2010,false,,,,,,,,,,,,,2300,,,2000,,2600,2300 [2000 – 2600],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2010,false,,,,,,,,,,,,,25000,,,22000,,28000,25 000 [22 000 – 28 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,AGO,Angola,Year,2010,false,,,,,,,,,,,,,250000,,,210000,,300000,250 000 [210 000 – 300 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2010,false,,,,,,,,,,,,,250000,,,240000,,260000,250 000 [240 000 – 260 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2010,false,,,,,,,,,,,,,26000,,,25000,,28000,26 000 [25 000 – 28 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,HND,Honduras,Year,2010,false,,,,,,,,,,,,,27000,,,25000,,29000,27 000 [25 000 – 29 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2010,false,,,,,,,,,,,,,280000,,,270000,,310000,280 000 [270 000 – 310 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2010,false,,,,,,,,,,,,,2900,,,1800,,4400,2900 [1800 – 4400],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2010,false,,,,,,,,,,,,,30000,,,27000,,33000,30 000 [27 000 – 33 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2010,false,,,,,,,,,,,,,30000,,,27000,,35000,30 000 [27 000 – 35 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,NOR,Norway,Year,2010,false,,,,,,,,,,,,,3000,,,2400,,3500,3000 [2400 – 3500],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,GEO,Georgia,Year,2010,false,,,,,,,,,,,,,3000,,,2700,,3200,3000 [2700 – 3200],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GHA,Ghana,Year,2010,false,,,,,,,,,,,,,310000,,,300000,,330000,310 000 [300 000 – 330 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BLZ,Belize,Year,2010,false,,,,,,,,,,,,,3100,,,2900,,3300,3100 [2900 – 3300],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,BWA,Botswana,Year,2010,false,,,,,,,,,,,,,320000,,,310000,,350000,320 000 [310 000 – 350 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2010,false,,,,,,,,,,,,,33000,,,30000,,36000,33 000 [30 000 – 36 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2010,false,,,,,,,,,,,,,34000,,,33000,,37000,34 000 [33 000 – 37 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2010,false,,,,,,,,,,,,,36000,,,33000,,40000,36 000 [33 000 – 40 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,NER,Niger,Year,2010,false,,,,,,,,,,,,,36000,,,33000,,40000,36 000 [33 000 – 40 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,GTM,Guatemala,Year,2010,false,,,,,,,,,,,,,37000,,,30000,,45000,37 000 [30 000 – 45 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2010,false,,,,,,,,,,,,,37000,,,32000,,44000,37 000 [32 000 – 44 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,PRT,Portugal,Year,2010,false,,,,,,,,,,,,,37000,,,34000,,41000,37 000 [34 000 – 41 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2010,false,,,,,,,,,,,,,3800,,,3300,,4300,3800 [3300 – 4300],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,LBR,Liberia,Year,2010,false,,,,,,,,,,,,,39000,,,34000,,45000,39 000 [34 000 – 45 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CHL,Chile,Year,2010,false,,,,,,,,,,,,,39000,,,36000,,43000,39 000 [36 000 – 43 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2010,false,,,,,,,,,,,,,410000,,,390000,,430000,410 000 [390 000 – 430 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,,,,,,,,,,,,,4400,,,2300,,10000,4400 [2300 – 10 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,LVA,Latvia,Year,2010,false,,,,,,,,,,,,,4500,,,3000,,5900,4500 [3000 – 5900],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2010,false,,,,,,,,,,,,,4600,,,4200,,5000,4600 [4200 – 5000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2010,false,,,,,,,,,,,,,4600,,,4300,,4800,4600 [4300 – 4800],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GAB,Gabon,Year,2010,false,,,,,,,,,,,,,47000,,,39000,,56000,47 000 [39 000 – 56 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,IRL,Ireland,Year,2010,false,,,,,,,,,,,,,4700,,,4100,,5200,4700 [4100 – 5200],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SEN,Senegal,Year,2010,false,,,,,,,,,,,,,48000,,,43000,,54000,48 000 [43 000 – 54 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,SUR,Suriname,Year,2010,false,,,,,,,,,,,,,4800,,,4200,,5600,4800 [4200 – 5600],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2010,false,,,,,,,,,,,,,4800,,,4600,,5100,4800 [4600 – 5100],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2010,false,,,,,,,,,,,,,5300000,,,4900000,,5700000,5 300 000 [4 900 000 – 5 700 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2010,false,,,,,,,,,,,,,500000,,,450000,,570000,500 000 [450 000 – 570 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CMR,Cameroon,Year,2010,false,,,,,,,,,,,,,520000,,,490000,,560000,520 000 [490 000 – 560 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2010,false,,,,,,,,,,,,,530,,<,500,,980,530 [<500 – 980],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2010,false,,,,,,,,,,,,,5300,,,4900,,5800,5300 [4900 – 5800],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2010,false,,,,,,,,,,,,,5300,,,4900,,5900,5300 [4900 – 5900],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,DNK,Denmark,Year,2010,false,,,,,,,,,,,,,5500,,,4700,,6400,5500 [4700 – 6400],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2010,false,,,,,,,,,,,,,570000,,,490000,,650000,570 000 [490 000 – 650 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,PER,Peru,Year,2010,false,,,,,,,,,,,,,58000,,,51000,,69000,58 000 [51 000 – 69 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2010,false,,,,,,,,,,,,,5900,,,3600,,8000,5900 [3600 – 8000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2010,false,,,,,,,,,,,,,610000,,,560000,,650000,610 000 [560 000 – 650 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,DZA,Algeria,Year,2010,false,,,,,,,,,,,,,6100,,,5700,,6500,6100 [5700 – 6500],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2010,false,,,,,,,,,,,,,63000,,,56000,,70000,63 000 [56 000 – 70 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BRA,Brazil,Year,2010,false,,,,,,,,,,,,,630000,,,310000,,920000,630 000 [310 000 – 920 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,DEU,Germany,Year,2010,false,,,,,,,,,,,,,64000,,,56000,,72000,64 000 [56 000 – 72 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2010,false,,,,,,,,,,,,,640000,,,610000,,670000,640 000 [610 000 – 670 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,CYP,Cyprus,Year,2010,false,,,,,,,,,,,,,650,,,570,,700,650 [570 – 700],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,SVN,Slovenia,Year,2010,false,,,,,,,,,,,,,650,,,570,,740,650 [570 – 740],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,BEN,Benin,Year,2010,false,,,,,,,,,,,,,66000,,,55000,,76000,66 000 [55 000 – 76 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2010,false,,,,,,,,,,,,,66000,,,62000,,70000,66 000 [62 000 – 70 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2010,false,,,,,,,,,,,,,70000,,,68000,,73000,70 000 [68 000 – 73 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,GUY,Guyana,Year,2010,false,,,,,,,,,,,,,7000,,,6300,,7600,7000 [6300 – 7600],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2010,false,,,,,,,,,,,,,7100,,,6400,,7900,7100 [6400 – 7900],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2010,false,,,,,,,,,,,,,7100,,,6700,,7500,7100 [6700 – 7500],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2010,false,,,,,,,,,,,,,73000,,,56000,,94000,73 000 [56 000 – 94 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2010,false,,,,,,,,,,,,,740,,,640,,820,740 [640 – 820],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2010,false,,,,,,,,,,,,,75000,,,67000,,85000,75 000 [67 000 – 85 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ALB,Albania,Year,2010,false,,,,,,,,,,,,,760,,,640,,890,760 [640 – 890],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2010,false,,,,,,,,,,,,,7600,,,6100,,9800,7600 [6100 – 9800],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2010,false,,,,,,,,,,,,,84000,,,75000,,93000,84 000 [75 000 – 93 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2010,false,,,,,,,,,,,,,8600,,,7800,,9300,8600 [7800 – 9300],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,URY,Uruguay,Year,2010,false,,,,,,,,,,,,,8700,,,7100,,10000,8700 [7100 – 10 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2010,false,,,,,,,,,,,,,8800,,,8100,,9700,8800 [8100 – 9700],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,COG,Congo,Year,2010,false,,,,,,,,,,,,,90000,,,80000,,100000,90 000 [80 000 – 100 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,BDI,Burundi,Year,2010,false,,,,,,,,,,,,,92000,,,81000,,100000,92 000 [81 000 – 100 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,MWI,Malawi,Year,2010,false,,,,,,,,,,,,,930000,,,880000,,1000000,930 000 [880 000 – 1 000 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,USA,United States of America,Year,2010,false,,,,,,,,,,,,,940000,,,810000,,1100000,940 000 [810 000 – 1 100 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,MRT,Mauritania,Year,2010,false,,,,,,,,,,,,,9600,,,8400,,11000,9600 [8400 – 11 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,AND,Andorra,Year,2010,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2010,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ARM,Armenia,Year,2010,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,AUT,Austria,Year,2010,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BEL,Belgium,Year,2010,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2010,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2010,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CAN,Canada,Year,2010,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,CHN,China,Year,2010,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2010,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
