text,response,count
"Dort ist kein Kloster, sondern %%.",rathaus,1
"Dort ist kein Kloster, sondern %%.",sekte,1
"Dort ist kein Kloster, sondern %%.",synagoge,1
"Dort ist kein Kloster, sondern %%.",tempel,1
"Dort ist kein Knochen, sondern %%.",haut,5
"Dort ist kein Knochen, sondern %%.",blut,3
"Dort ist kein Knochen, sondern %%.",fleisch,3
"Dort ist kein Knochen, sondern %%.",gewebe,3
"Dort ist kein Knochen, sondern %%.",muskel,3
"Dort ist kein Knochen, sondern %%.",gerüst,2
"Dort ist kein Knochen, sondern %%.",artefakte,1
"Dort ist kein Knochen, sondern %%.",äste,1
"Dort ist kein Knochen, sondern %%.",bein,1
"Dort ist kein Knochen, sondern %%.",brühe,1
"Dort ist kein Knochen, sondern %%.",fett.,1
"Dort ist kein Knochen, sondern %%.",gebrauchtwarenladen,1
"Dort ist kein Knochen, sondern %%.",gedärme,1
"Dort ist kein Knochen, sondern %%.",gelenk,1
"Dort ist kein Knochen, sondern %%.",gemälde,1
"Dort ist kein Knochen, sondern %%.",hund,1
"Dort ist kein Knochen, sondern %%.",jeffrey dahmer,1
"Dort ist kein Knochen, sondern %%.",knochenmehls,1
"Dort ist kein Knochen, sondern %%.",metal,1
"Dort ist kein Knochen, sondern %%.",müll,1
"Dort ist kein Knochen, sondern %%.",muskeln,1
"Dort ist kein Knochen, sondern %%.",plastik,1
"Dort ist kein Knochen, sondern %%.",schinken,1
"Dort ist kein Knochen, sondern %%.",sehne,1
"Dort ist kein Knochen, sondern %%.",skelett,1
"Dort ist kein Knochen, sondern %%.",spielzeug,1
"Dort ist kein Knochen, sondern %%.",spiezeug,1
"Dort ist kein Knochen, sondern %%.",stein,1
"Dort ist kein Knochen, sondern %%.",stock,1
"Dort ist kein Knochen, sondern %%.",strohhalm,1
"Dort ist kein Knochen, sondern %%.",tier,1
"Dort ist kein Knochen, sondern %%.",traurigkeit,1
"Dort ist kein Knochen, sondern %%.",überreste,1
"Dort ist kein Knochen, sondern %%.",zähne,1
"Dort ist kein König, sondern %%.",königin,20
"Dort ist kein König, sondern %%.",prinz,9
"Dort ist kein König, sondern %%.",untertan,2
"Dort ist kein König, sondern %%.",,1
"Dort ist kein König, sondern %%.",abgesandter,1
"Dort ist kein König, sondern %%.",boris palmer.,1
"Dort ist kein König, sondern %%.",geist,1
"Dort ist kein König, sondern %%.",graf,1
"Dort ist kein König, sondern %%.",herr wickelmaier,1
"Dort ist kein König, sondern %%.",herscher,1
"Dort ist kein König, sondern %%.",kaiser,1
"Dort ist kein König, sondern %%.",konigin,1
"Dort ist kein König, sondern %%.",markus söder,1
"Dort ist kein König, sondern %%.",minister,1
"Dort ist kein König, sondern %%.",papst,1
"Dort ist kein König, sondern %%.",pferd,1
"Dort ist kein König, sondern %%.",präsident,1
"Dort ist kein König, sondern %%.",prinzessin,1
"Dort ist kein König, sondern %%.",queen,1
"Dort ist kein Kreuz, sondern %%.",kreis,14
"Dort ist kein Kreuz, sondern %%.",dreieck,3
"Dort ist kein Kreuz, sondern %%.",plus,3
"Dort ist kein Kreuz, sondern %%.",strich,3
"Dort ist kein Kreuz, sondern %%.",jesus,2
"Dort ist kein Kreuz, sondern %%.",stern,2
"Dort ist kein Kreuz, sondern %%.",,1
"Dort ist kein Kreuz, sondern %%.",bild,1
"Dort ist kein Kreuz, sondern %%.",erlöser,1
"Dort ist kein Kreuz, sondern %%.",fahne,1
"Dort ist kein Kreuz, sondern %%.",haken,1
"Dort ist kein Kreuz, sondern %%.",haus,1
"Dort ist kein Kreuz, sondern %%.",herz,1
"Dort ist kein Kreuz, sondern %%.",kette,1
"Dort ist kein Kreuz, sondern %%.",kruzifix,1
"Dort ist kein Kreuz, sondern %%.",loch,1
"Dort ist kein Kreuz, sondern %%.",mond,1
"Dort ist kein Kreuz, sondern %%.",pfahl,1
"Dort ist kein Kreuz, sondern %%.",retter,1
"Dort ist kein Kreuz, sondern %%.",schrank,1
"Dort ist kein Kreuz, sondern %%.",sichel,1
"Dort ist kein Kreuz, sondern %%.",stab,1
"Dort ist kein Kreuz, sondern %%.",todesurteil,1
"Dort ist kein Kreuz, sondern %%.",turm,1
"Dort ist kein Kreuz, sondern %%.",verhör,1
"Dort ist kein Kreuz, sondern %%.",viereck,1
"Dort ist kein Kuchen, sondern %%.",muffin,13
"Dort ist kein Kuchen, sondern %%.",torte,12
"Dort ist kein Kuchen, sondern %%.",brot,3
"Dort ist kein Kuchen, sondern %%.",keks,2
"Dort ist kein Kuchen, sondern %%.",kekse,2
"Dort ist kein Kuchen, sondern %%.",apfel,1
"Dort ist kein Kuchen, sondern %%.",bananenbrot,1
"Dort ist kein Kuchen, sondern %%.",dackel,1
"Dort ist kein Kuchen, sondern %%.",diabetesverursacher,1
"Dort ist kein Kuchen, sondern %%.",eis,1
"Dort ist kein Kuchen, sondern %%.",hackfleisch.,1
"Dort ist kein Kuchen, sondern %%.",kaffee,1
"Dort ist kein Kuchen, sondern %%.",muffins,1
"Dort ist kein Kuchen, sondern %%.",obst,1
"Dort ist kein Kuchen, sondern %%.",pizza,1
"Dort ist kein Kuchen, sondern %%.",salat,1
"Dort ist kein Kuchen, sondern %%.",schinken,1
"Dort ist kein Kuchen, sondern %%.",schokolade,1
"Dort ist kein Kuchen, sondern %%.",teig,1
"Dort ist kein Kuchen, sondern %%.",törtchen,1
"Dort ist kein Kühlschrank, sondern %%.",gefrierschrank,9
"Dort ist kein Kühlschrank, sondern %%.",gefriertruhe,5
"Dort ist kein Kühlschrank, sondern %%.",ofen,5
"Dort ist kein Kühlschrank, sondern %%.",tiefkühltruhe,3
"Dort ist kein Kühlschrank, sondern %%.",eisfach,2
"Dort ist kein Kühlschrank, sondern %%.",gefrierfach,2
"Dort ist kein Kühlschrank, sondern %%.",heizung,2
"Dort ist kein Kühlschrank, sondern %%.",herd,2
"Dort ist kein Kühlschrank, sondern %%.",kühltruhe,2
"Dort ist kein Kühlschrank, sondern %%.",spülmaschine,2
"Dort ist kein Kühlschrank, sondern %%.",eis,1
"Dort ist kein Kühlschrank, sondern %%.",eisblock.,1
"Dort ist kein Kühlschrank, sondern %%.",essen,1
"Dort ist kein Kühlschrank, sondern %%.",gefierschrank,1
"Dort ist kein Kühlschrank, sondern %%.",kamera,1
"Dort ist kein Kühlschrank, sondern %%.",kühlbox,1
"Dort ist kein Kühlschrank, sondern %%.",loch,1
"Dort ist kein Kühlschrank, sondern %%.",regal,1
"Dort ist kein Kühlschrank, sondern %%.",sofa,1
"Dort ist kein Kühlschrank, sondern %%.",speisekammer,1
"Dort ist kein Kühlschrank, sondern %%.",stuhl,1
"Dort ist kein Kühlschrank, sondern %%.",tiefkühlfach,1
"Dort ist kein Kühlschrank, sondern %%.",tisch,1
"Dort ist kein LKW, sondern %%.",pkw,16
"Dort ist kein LKW, sondern %%.",auto,15
"Dort ist kein LKW, sondern %%.",traktor,3
"Dort ist kein LKW, sondern %%.",bus,2
"Dort ist kein LKW, sondern %%.",ballon,1
"Dort ist kein LKW, sondern %%.",boot,1
"Dort ist kein LKW, sondern %%.",fahrrad,1
"Dort ist kein LKW, sondern %%.",kleinbus,1
"Dort ist kein LKW, sondern %%.",kran,1
"Dort ist kein LKW, sondern %%.",land,1
"Dort ist kein LKW, sondern %%.",laster.,1
"Dort ist kein LKW, sondern %%.",lkw brötchen,1
"Dort ist kein LKW, sondern %%.",motorrad,1
"Dort ist kein LKW, sondern %%.",porsche,1
"Dort ist kein LKW, sondern %%.",schiff,1
"Dort ist kein Löffel, sondern %%.",gabel,30
"Dort ist kein Löffel, sondern %%.",messer,9
"Dort ist kein Löffel, sondern %%.",fahrrad,1
"Dort ist kein Löffel, sondern %%.",gabelmesser,1
"Dort ist kein Löffel, sondern %%.",göffel,1
"Dort ist kein Löffel, sondern %%.",hund,1
"Dort ist kein Löffel, sondern %%.",schöpfkelle,1
"Dort ist kein Löffel, sondern %%.",sprachkurs,1
"Dort ist kein Löffel, sondern %%.",teller,1
"Dort ist kein Löffel, sondern %%.",tiramisu,1
"Dort ist kein Mädchen, sondern %%.",junge,33
"Dort ist kein Mädchen, sondern %%.",frau,5
"Dort ist kein Mädchen, sondern %%.",baby,1
"Dort ist kein Mädchen, sondern %%.",character(0),1
"Dort ist kein Mädchen, sondern %%.",erwachsene,1
"Dort ist kein Mädchen, sondern %%.",farbrolle,1
"Dort ist kein Mädchen, sondern %%.",jung,1
"Dort ist kein Mädchen, sondern %%.",junge.,1
"Dort ist kein Mädchen, sondern %%.",katze,1
"Dort ist kein Mädchen, sondern %%.",mann,1
"Dort ist kein Mädchen, sondern %%.",prinz,1
"Dort ist kein Mann, sondern %%.",frau,32
"Dort ist kein Mann, sondern %%.",kind,4
"Dort ist kein Mann, sondern %%.",character(0),2
"Dort ist kein Mann, sondern %%.",idiot,2
"Dort ist kein Mann, sondern %%.",junge,2
"Dort ist kein Mann, sondern %%.", frau,1
"Dort ist kein Mann, sondern %%.",figur,1
"Dort ist kein Mann, sondern %%.",francesca,1
"Dort ist kein Mann, sondern %%.",memme,1
"Dort ist kein Mann, sondern %%.",zwei,1
"Dort ist kein Metall, sondern %%.",holz,11
"Dort ist kein Metall, sondern %%.",plastik,9
"Dort ist kein Metall, sondern %%.",glas,5
"Dort ist kein Metall, sondern %%.",eisen,4
"Dort ist kein Metall, sondern %%.",blech,1
"Dort ist kein Metall, sondern %%.",erde,1
"Dort ist kein Metall, sondern %%.",gas,1
"Dort ist kein Metall, sondern %%.",glühbirne,1
"Dort ist kein Metall, sondern %%.",gras,1
"Dort ist kein Metall, sondern %%.",kupfer,1
"Dort ist kein Metall, sondern %%.",maschinenbauer,1
"Dort ist kein Metall, sondern %%.",papier,1
"Dort ist kein Metall, sondern %%.",papier.,1
"Dort ist kein Metall, sondern %%.",rost,1
"Dort ist kein Metall, sondern %%.",schrott,1
"Dort ist kein Metall, sondern %%.",silber,1
"Dort ist kein Metall, sondern %%.",stahl,1
"Dort ist kein Metall, sondern %%.",stein,1
"Dort ist kein Metall, sondern %%.",stuhl,1
"Dort ist kein Metall, sondern %%.",verfall,1
"Dort ist kein Metall, sondern %%.",wolle,1
"Dort ist kein Metall, sondern %%.",zwieback,1
"Dort ist kein Mond, sondern %%.",sonne,19
"Dort ist kein Mond, sondern %%.",sterne,10
"Dort ist kein Mond, sondern %%.",stern,8
"Dort ist kein Mond, sondern %%.",planet,4
"Dort ist kein Mond, sondern %%.",bild,1
"Dort ist kein Mond, sondern %%.",dunkelheit,1
"Dort ist kein Mond, sondern %%.",galaxis,1
"Dort ist kein Mond, sondern %%.",mund,1
"Dort ist kein Mond, sondern %%.",neptun,1
"Dort ist kein Mond, sondern %%.",popo.,1
"Dort ist kein Monitor, sondern %%.",bildschirm,9
"Dort ist kein Monitor, sondern %%.",fenster,6
"Dort ist kein Monitor, sondern %%.",laptop,5
"Dort ist kein Monitor, sondern %%.",bild,3
"Dort ist kein Monitor, sondern %%.",leinwand,3
"Dort ist kein Monitor, sondern %%.",buch,2
"Dort ist kein Monitor, sondern %%.",fernseher,2
"Dort ist kein Monitor, sondern %%.",spiegel,2
"Dort ist kein Monitor, sondern %%.",tastatur,2
"Dort ist kein Monitor, sondern %%.",beamer,1
"Dort ist kein Monitor, sondern %%.",bildschrim,1
"Dort ist kein Monitor, sondern %%.",dach,1
"Dort ist kein Monitor, sondern %%.",drucker,1
"Dort ist kein Monitor, sondern %%.",gemälde,1
"Dort ist kein Monitor, sondern %%.",lektor,1
"Dort ist kein Monitor, sondern %%.",papier,1
"Dort ist kein Monitor, sondern %%.",pc,1
"Dort ist kein Monitor, sondern %%.",radio,1
"Dort ist kein Monitor, sondern %%.",sprechgerät,1
"Dort ist kein Monitor, sondern %%.",tafel,1
"Dort ist kein Monitor, sondern %%.",touchscreen.,1
"Dort ist kein Monitor, sondern %%.",zeichenblock,1
"Dort ist kein Netflix, sondern %%.",amazon prime,12
"Dort ist kein Netflix, sondern %%.",amazon,4
"Dort ist kein Netflix, sondern %%.",amazon-prime,2
"Dort ist kein Netflix, sondern %%.",amazonprime,2
"Dort ist kein Netflix, sondern %%.",disney+,2
"Dort ist kein Netflix, sondern %%.",disneyplus,2
"Dort ist kein Netflix, sondern %%.",fernsehen,2
"Dort ist kein Netflix, sondern %%.",film,2
"Dort ist kein Netflix, sondern %%.",youtube,2
"Dort ist kein Netflix, sondern %%.",audible,1
"Dort ist kein Netflix, sondern %%.",disney,1
"Dort ist kein Netflix, sondern %%.",disney plus,1
"Dort ist kein Netflix, sondern %%.",dvd,1
"Dort ist kein Netflix, sondern %%.",fernseher,1
"Dort ist kein Netflix, sondern %%.",finanzunternehmen,1
"Dort ist kein Netflix, sondern %%.",hbo,1
"Dort ist kein Netflix, sondern %%.",hulu,1
"Dort ist kein Netflix, sondern %%.",kinofilm,1
"Dort ist kein Netflix, sondern %%.",kinosaal,1
"Dort ist kein Netflix, sondern %%.",netflix & chill,1
"Dort ist kein Netflix, sondern %%.",prime,1
"Dort ist kein Netflix, sondern %%.",prime tv,1
"Dort ist kein Netflix, sondern %%.",primevideo,1
"Dort ist kein Netflix, sondern %%.",selbstgespräche,1
"Dort ist kein Netflix, sondern %%.",sky,1
"Dort ist kein Netflix, sondern %%.",tv,1
"Dort ist kein Obst, sondern %%.",gemüse,39
"Dort ist kein Obst, sondern %%.",enzyklopädie,1
"Dort ist kein Obst, sondern %%.",frucht,1
"Dort ist kein Obst, sondern %%.",gemüse.,1
"Dort ist kein Obst, sondern %%.",kuchen,1
"Dort ist kein Obst, sondern %%.",schale,1
"Dort ist kein Obst, sondern %%.",staude,1
"Dort ist kein Obst, sondern %%.",süßigkeiten,1
"Dort ist kein Obst, sondern %%.",uboot,1
"Dort ist kein Ofen, sondern %%.",heizung,12
"Dort ist kein Ofen, sondern %%.",herd,12
"Dort ist kein Ofen, sondern %%.",mikrowelle,6
"Dort ist kein Ofen, sondern %%.",kühlschrank,5
"Dort ist kein Ofen, sondern %%.",kamin,3
"Dort ist kein Ofen, sondern %%.",feuer,2
"Dort ist kein Ofen, sondern %%.",toaster,2
"Dort ist kein Ofen, sondern %%.",brezel,1
"Dort ist kein Ofen, sondern %%.",character(0),1
"Dort ist kein Ofen, sondern %%.",feuerstelle,1
"Dort ist kein Ofen, sondern %%.",schrank,1
"Dort ist kein Ofen, sondern %%.",stuhl,1
"Dort ist kein Olivenöl, sondern %%.",sonnenblumenöl,14
"Dort ist kein Olivenöl, sondern %%.",essig,9
"Dort ist kein Olivenöl, sondern %%.",rapsöl,9
"Dort ist kein Olivenöl, sondern %%.",apfelessig,1
"Dort ist kein Olivenöl, sondern %%.",avocadoöl,1
"Dort ist kein Olivenöl, sondern %%.",benzin.,1
"Dort ist kein Olivenöl, sondern %%.",butter,1
"Dort ist kein Olivenöl, sondern %%.",character(0),1
"Dort ist kein Olivenöl, sondern %%.",erdöl,1
"Dort ist kein Olivenöl, sondern %%.",käsepizza,1
"Dort ist kein Olivenöl, sondern %%.",olive,1
"Dort ist kein Olivenöl, sondern %%.",palmöl,1
"Dort ist kein Olivenöl, sondern %%.",salz,1
"Dort ist kein Olivenöl, sondern %%.",sesamöl,1
"Dort ist kein Olivenöl, sondern %%.",wasser,1
"Dort ist kein Olivenöl, sondern %%.",webcam,1
"Dort ist kein Olivenöl, sondern %%.",wein,1
"Dort ist kein Olivenöl, sondern %%.",zwiebel,1
"Dort ist kein Porsche, sondern %%.",audi,11
"Dort ist kein Porsche, sondern %%.",ferrari,9
"Dort ist kein Porsche, sondern %%.",mercedes,6
"Dort ist kein Porsche, sondern %%.",bmw,4
"Dort ist kein Porsche, sondern %%.",vw,4
"Dort ist kein Porsche, sondern %%.",opel,2
"Dort ist kein Porsche, sondern %%.",bugatti,1
"Dort ist kein Porsche, sondern %%.",fahrrad,1
"Dort ist kein Porsche, sondern %%.",golf,1
"Dort ist kein Porsche, sondern %%.",gti,1
"Dort ist kein Porsche, sondern %%.",lada.,1
"Dort ist kein Porsche, sondern %%.",mini,1
"Dort ist kein Porsche, sondern %%.",nationalsozialist,1
"Dort ist kein Porsche, sondern %%.",pickel,1
"Dort ist kein Porsche, sondern %%.",pursche,1
"Dort ist kein Porsche, sondern %%.",volkswagen,1
"Dort ist kein Porsche, sondern %%.",vw-polo,1
"Dort ist kein Prinz, sondern %%.",prinzessin,22
"Dort ist kein Prinz, sondern %%.",könig,10
"Dort ist kein Prinz, sondern %%.",frosch,3
"Dort ist kein Prinz, sondern %%.",königin,2
"Dort ist kein Prinz, sondern %%.",bauer,1
"Dort ist kein Prinz, sondern %%.",buffet,1
"Dort ist kein Prinz, sondern %%.",character(0),1
"Dort ist kein Prinz, sondern %%.",graf,1
"Dort ist kein Prinz, sondern %%.",hufeisen,1
"Dort ist kein Prinz, sondern %%.",hund,1
"Dort ist kein Prinz, sondern %%.",klig,1
"Dort ist kein Prinz, sondern %%.",markus söder,1
"Dort ist kein Prinz, sondern %%.",tagesschau,1
"Dort ist kein Prinz, sondern %%.",vizekanzler.,1
"Dort ist kein Radio, sondern %%.",fernseher,19
"Dort ist kein Radio, sondern %%.",musikbox,2
"Dort ist kein Radio, sondern %%.",spotify,2
"Dort ist kein Radio, sondern %%.",auto,1
"Dort ist kein Radio, sondern %%.",bandauftritt,1
"Dort ist kein Radio, sondern %%.",bluetoothbox,1
"Dort ist kein Radio, sondern %%.",buch,1
"Dort ist kein Radio, sondern %%.",cd,1
"Dort ist kein Radio, sondern %%.",cd-player,1
"Dort ist kein Radio, sondern %%.",cd-spieler,1
"Dort ist kein Radio, sondern %%.",dvd player,1
"Dort ist kein Radio, sondern %%.",fahrrad,1
"Dort ist kein Radio, sondern %%.",fehrnseher,1
"Dort ist kein Radio, sondern %%.",fernsehen,1
"Dort ist kein Radio, sondern %%.",fernsehen-show,1
"Dort ist kein Radio, sondern %%.",film,1
"Dort ist kein Radio, sondern %%.",funkanlage,1
"Dort ist kein Radio, sondern %%.",gerät,1
"Dort ist kein Radio, sondern %%.",handy,1
"Dort ist kein Radio, sondern %%.",klempner mario.,1
"Dort ist kein Radio, sondern %%.",mp3-player,1
"Dort ist kein Radio, sondern %%.",musikplayer,1
"Dort ist kein Radio, sondern %%.",plattenspieler,1
"Dort ist kein Radio, sondern %%.",schallplattenspieler,1
"Dort ist kein Radio, sondern %%.",smartphone,1
"Dort ist kein Radio, sondern %%.",sprechstunde,1
"Dort ist kein Radio, sondern %%.",tv,1
"Dort ist kein Rathaus, sondern %%.",kirche,12
"Dort ist kein Rathaus, sondern %%.",bibliothek,2
"Dort ist kein Rathaus, sondern %%.",bürgeramt,2
"Dort ist kein Rathaus, sondern %%.",haus,2
"Dort ist kein Rathaus, sondern %%.",museum,2
"Dort ist kein Rathaus, sondern %%.",stadtverwaltung,2
"Dort ist kein Rathaus, sondern %%.",apotheke,1
"Dort ist kein Rathaus, sondern %%.",bäcker,1
"Dort ist kein Rathaus, sondern %%.",bauernhaus,1
"Dort ist kein Rathaus, sondern %%.",botschaft,1
"Dort ist kein Rathaus, sondern %%.",burg,1
"Dort ist kein Rathaus, sondern %%.",bürgerbüro,1
"Dort ist kein Rathaus, sondern %%.",einkaufsladen,1
"Dort ist kein Rathaus, sondern %%.",finanzamt,1
"Dort ist kein Rathaus, sondern %%.",gasthaus,1
"Dort ist kein Rathaus, sondern %%.",geschäft,1
"Dort ist kein Rathaus, sondern %%.",jahr,1
"Dort ist kein Rathaus, sondern %%.",klinik,1
"Dort ist kein Rathaus, sondern %%.",kneipe,1
"Dort ist kein Rathaus, sondern %%.",landratsamt,1
"Dort ist kein Rathaus, sondern %%.",lebkuchenhaus,1
"Dort ist kein Rathaus, sondern %%.",markt,1
"Dort ist kein Rathaus, sondern %%.",palme,1
"Dort ist kein Rathaus, sondern %%.",platz,1
"Dort ist kein Rathaus, sondern %%.",politik,1
"Dort ist kein Rathaus, sondern %%.",rasthaus,1
"Dort ist kein Rathaus, sondern %%.",schloss,1
"Dort ist kein Rathaus, sondern %%.",schwimmbad,1
"Dort ist kein Rathaus, sondern %%.",universität,1
"Dort ist kein Rathaus, sondern %%.",wohnhaus,1
"Dort ist kein Rathaus, sondern %%.",wohnung,1
"Dort ist kein Rind, sondern %%.",kuh,8
"Dort ist kein Rind, sondern %%.",schwein,8
"Dort ist kein Rind, sondern %%.",pferd,5
"Dort ist kein Rind, sondern %%.",esel,3
"Dort ist kein Rind, sondern %%.",kalb,3
"Dort ist kein Rind, sondern %%.",kind,3
"Dort ist kein Rind, sondern %%.",schaf,3
"Dort ist kein Rind, sondern %%.",ziege,2
"Dort ist kein Rind, sondern %%.",burger,1
"Dort ist kein Rind, sondern %%.",character(0),1
"Dort ist kein Rind, sondern %%.",fisch,1
"Dort ist kein Rind, sondern %%.",hirsch,1
"Dort ist kein Rind, sondern %%.",huhn,1
"Dort ist kein Rind, sondern %%.",hund,1
"Dort ist kein Rind, sondern %%.",opossum,1
"Dort ist kein Rind, sondern %%.",reiskorn,1
"Dort ist kein Rind, sondern %%.",rinderfleisch,1
"Dort ist kein Rind, sondern %%.",schafe,1
"Dort ist kein Rind, sondern %%.",stier,1
"Dort ist kein Rind, sondern %%.",vieh,1
"Dort ist kein Roman, sondern %%.",gedicht,5
"Dort ist kein Roman, sondern %%.",thriller,5
"Dort ist kein Roman, sondern %%.",krimi,4
"Dort ist kein Roman, sondern %%.",buch,3
"Dort ist kein Roman, sondern %%.",kurzgeschichte,3
"Dort ist kein Roman, sondern %%.",zeitung,3
"Dort ist kein Roman, sondern %%.",comic,2
"Dort ist kein Roman, sondern %%.",novelle,2
"Dort ist kein Roman, sondern %%.",autobiographie,1
"Dort ist kein Roman, sondern %%.",biografie,1
"Dort ist kein Roman, sondern %%.",biographie,1
"Dort ist kein Roman, sondern %%.",computermaus,1
"Dort ist kein Roman, sondern %%.",drama,1
"Dort ist kein Roman, sondern %%.",empire,1
"Dort ist kein Roman, sondern %%.",fee,1
"Dort ist kein Roman, sondern %%.",film,1
"Dort ist kein Roman, sondern %%.",harnisch,1
"Dort ist kein Roman, sondern %%.",kassette,1
"Dort ist kein Roman, sondern %%.",lehrbuch,1
"Dort ist kein Roman, sondern %%.",louis,1
"Dort ist kein Roman, sondern %%.",lyrik,1
"Dort ist kein Roman, sondern %%.",manga,1
"Dort ist kein Roman, sondern %%.",maus,1
"Dort ist kein Roman, sondern %%.",novella,1
"Dort ist kein Roman, sondern %%.",ramon,1
"Dort ist kein Roman, sondern %%.",sachbuch,1
"Dort ist kein Roman, sondern %%.",trilogie,1
"Dort ist kein Roman, sondern %%.",zeitschrift,1
"Dort ist kein Salz, sondern %%.",pfeffer,30
"Dort ist kein Salz, sondern %%.",zucker,12
"Dort ist kein Salz, sondern %%.",erde,1
"Dort ist kein Salz, sondern %%.",paprika,1
"Dort ist kein Salz, sondern %%.",salz,1
"Dort ist kein Salz, sondern %%.",schnee,1
"Dort ist kein Salz, sondern %%.",zitrone,1
"Dort ist kein Sänger, sondern %%.",tänzer,8
"Dort ist kein Sänger, sondern %%.",sängerin,6
"Dort ist kein Sänger, sondern %%.",band,5
"Dort ist kein Sänger, sondern %%.",schauspieler,4
"Dort ist kein Sänger, sondern %%.",gitarrist,3
"Dort ist kein Sänger, sondern %%.",musiker,2
"Dort ist kein Sänger, sondern %%.",schlagzeuger,2
"Dort ist kein Sänger, sondern %%.",brüllaffe,1
"Dort ist kein Sänger, sondern %%.",character(0),1
"Dort ist kein Sänger, sondern %%.",dj,1
"Dort ist kein Sänger, sondern %%.",haus,1
"Dort ist kein Sänger, sondern %%.",instrument,1
"Dort ist kein Sänger, sondern %%.",klavierspieler,1
"Dort ist kein Sänger, sondern %%.",lehrer,1
"Dort ist kein Sänger, sondern %%.",maler,1
"Dort ist kein Sänger, sondern %%.",malerin,1
"Dort ist kein Sänger, sondern %%.",orchester,1
"Dort ist kein Sänger, sondern %%.",poet,1
"Dort ist kein Sänger, sondern %%.",popstar,1
"Dort ist kein Sänger, sondern %%.",radio,1
"Dort ist kein Sänger, sondern %%.",rapper,1
"Dort ist kein Sänger, sondern %%.",redner,1
"Dort ist kein Sänger, sondern %%.",schreier.,1
"Dort ist kein Sänger, sondern %%.",vogel,1
"Dort ist kein Saxophon, sondern %%.",trompete,13
"Dort ist kein Saxophon, sondern %%.",klarinette,9
"Dort ist kein Saxophon, sondern %%.",cello,3
"Dort ist kein Saxophon, sondern %%.",flöte,2
"Dort ist kein Saxophon, sondern %%.",gitarre,2
"Dort ist kein Saxophon, sondern %%.",klavier,2
"Dort ist kein Saxophon, sondern %%.",posaune,2
"Dort ist kein Saxophon, sondern %%.",tuba,2
"Dort ist kein Saxophon, sondern %%.",auto,1
"Dort ist kein Saxophon, sondern %%.",character(0),1
"Dort ist kein Saxophon, sondern %%.",chor,1
"Dort ist kein Saxophon, sondern %%.",geige,1
"Dort ist kein Saxophon, sondern %%.",instrument,1
"Dort ist kein Saxophon, sondern %%.",italienerin.,1
"Dort ist kein Saxophon, sondern %%.",oboe,1
"Dort ist kein Saxophon, sondern %%.",querflöte,1
"Dort ist kein Saxophon, sondern %%.",saxophonist,1
"Dort ist kein Saxophon, sondern %%.",trompette,1
"Dort ist kein Saxophon, sondern %%.",tröte,1
"Dort ist kein Saxophon, sondern %%.",xylophon,1
"Dort ist kein Schlafzimmer, sondern %%.",wohnzimmer,16
"Dort ist kein Schlafzimmer, sondern %%.",badezimmer,7
"Dort ist kein Schlafzimmer, sondern %%.",esszimmer,7
"Dort ist kein Schlafzimmer, sondern %%.",küche,4
"Dort ist kein Schlafzimmer, sondern %%.",kinderzimmer,3
"Dort ist kein Schlafzimmer, sondern %%.",abstellraum,1
"Dort ist kein Schlafzimmer, sondern %%.",arbeitszimmer,1
"Dort ist kein Schlafzimmer, sondern %%.",couch,1
"Dort ist kein Schlafzimmer, sondern %%.",dachboden,1
"Dort ist kein Schlafzimmer, sondern %%.",fagott,1
"Dort ist kein Schlafzimmer, sondern %%.",flur,1
"Dort ist kein Schlafzimmer, sondern %%.",küchentisch,1
"Dort ist kein Schlafzimmer, sondern %%.",schafstall.,1
"Dort ist kein Schlafzimmer, sondern %%.",toilette,1
"Dort ist kein Schlafzimmer, sondern %%.",übernachtungshalle,1
"Dort ist kein Schlüssel, sondern %%.",schloss,17
"Dort ist kein Schlüssel, sondern %%.",anhänger,2
"Dort ist kein Schlüssel, sondern %%.",code,2
"Dort ist kein Schlüssel, sondern %%.",kaugummi,2
"Dort ist kein Schlüssel, sondern %%.",character(0),1
"Dort ist kein Schlüssel, sondern %%.",chip,1
"Dort ist kein Schlüssel, sondern %%.",etui,1
"Dort ist kein Schlüssel, sondern %%.",flaschenöffner,1
"Dort ist kein Schlüssel, sondern %%.",gabel,1
"Dort ist kein Schlüssel, sondern %%.",gefängnis,1
"Dort ist kein Schlüssel, sondern %%.",geldbeutel,1
"Dort ist kein Schlüssel, sondern %%.",glas,1
"Dort ist kein Schlüssel, sondern %%.",handy,1
"Dort ist kein Schlüssel, sondern %%.",haus,1
"Dort ist kein Schlüssel, sondern %%.",karte,1
"Dort ist kein Schlüssel, sondern %%.",kerze,1
"Dort ist kein Schlüssel, sondern %%.",kette,1
"Dort ist kein Schlüssel, sondern %%.",kopf,1
"Dort ist kein Schlüssel, sondern %%.",korb,1
"Dort ist kein Schlüssel, sondern %%.",nagel,1
"Dort ist kein Schlüssel, sondern %%.",portemonaie,1
"Dort ist kein Schlüssel, sondern %%.",regenschirm,1
"Dort ist kein Schlüssel, sondern %%.",schlüsselbund,1
"Dort ist kein Schlüssel, sondern %%.",schlüsselloch,1
"Dort ist kein Schlüssel, sondern %%.",schüssel,1
"Dort ist kein Schlüssel, sondern %%.",smartphone,1
"Dort ist kein Schlüssel, sondern %%.",stock,1
