DATAFLOW,LAST UPDATE,freq,age,n_lang,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Slovenia,2022,26.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Slovakia,2007,38.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Slovakia,2011,38.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Slovakia,2016,34.0,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Slovakia,2022,31.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Türkiye,2007,8.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Türkiye,2011,6.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Türkiye,2022,22.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",United Kingdom,2007,45.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",United Kingdom,2016,16.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Albania,2016,31.7,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2007,54.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2011,55.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2016,57.8,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2022,61.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bosnia and Herzegovina,2016,33.9,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2007,16.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2011,14.9,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2016,19.0,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2022,30.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2007,33.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2011,23.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2016,29.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2022,30.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2011,21.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2016,21.7,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2007,70.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2011,63.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2016,70.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2022,64.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2007,38.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2011,43.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2016,49.7,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2022,51.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2007,43.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2011,46.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2016,42.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2022,44.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2007,38.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2011,28.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2016,31.4,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2022,30.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Euro area – 20 countries (from 2023),2007,40.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Euro area – 20 countries (from 2023),2011,41.0,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Euro area – 20 countries (from 2023),2016,39.7,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Euro area – 20 countries (from 2023),2022,40.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2007,35.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2011,29.0,d
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2016,30.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2022,22.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2007,58.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2011,51.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2016,57.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2022,59.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Spain,2007,43.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Spain,2011,38.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Spain,2016,36.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Spain,2022,34.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),European Union - 27 countries (from 2020),2007,39.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),European Union - 27 countries (from 2020),2011,40.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),European Union - 27 countries (from 2020),2016,39.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),European Union - 27 countries (from 2020),2022,40.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Finland,2007,20.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Finland,2011,17.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Finland,2016,21.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Finland,2022,28.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),France,2007,36.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),France,2011,32.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),France,2016,33.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),France,2022,37.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Croatia,2007,45.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Croatia,2016,49.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Croatia,2022,53.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Hungary,2007,16.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Hungary,2011,31.4,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Hungary,2016,27.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Hungary,2022,29.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Ireland,2011,18.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Ireland,2016,31.4,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Ireland,2022,35.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Iceland,2022,25.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Italy,2007,42.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Italy,2011,49.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Italy,2016,46.7,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Italy,2022,41.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Lithuania,2007,37.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Lithuania,2011,53.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Lithuania,2016,54.0,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Lithuania,2022,47.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Luxembourg,2011,4.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Luxembourg,2016,11.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Luxembourg,2022,11.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Latvia,2007,45.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Latvia,2011,43.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Latvia,2016,40.7,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Latvia,2022,33.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),North Macedonia,2016,39.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Malta,2007,17.8,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Malta,2011,15.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Malta,2016,24.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Malta,2022,47.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Netherlands,2011,25.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Netherlands,2016,27.8,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Netherlands,2022,20.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Norway,2007,26.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Norway,2011,25.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Norway,2016,29.8,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Norway,2022,12.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Poland,2007,43.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Poland,2011,40.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Poland,2016,44.7,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Poland,2022,43.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Portugal,2007,29.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Portugal,2011,33.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Portugal,2016,32.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Portugal,2022,34.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Romania,2007,19.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Romania,2016,22.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Romania,2022,36.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Serbia,2011,52.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Serbia,2016,39.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Serbia,2022,60.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Sweden,2007,49.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Sweden,2011,33.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Sweden,2016,52.9,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Sweden,2022,58.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Slovenia,2007,20.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Slovenia,2011,14.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Slovenia,2016,21.4,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Slovenia,2022,18.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Slovakia,2007,27.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Slovakia,2011,32.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Slovakia,2016,26.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Slovakia,2022,34.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Türkiye,2007,48.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Türkiye,2011,23.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Türkiye,2022,72.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),United Kingdom,2007,66.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),United Kingdom,2016,16.8,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Austria,2022,42.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,1 language,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Belgium,2022,29.3,
