Item,Condition,Expectancy,Particle,Context,Start sentence,R-Expression,Particle used,Original particle,unexpected  and unfair,list,generation,model,temperature,seed
23,3,high,OH,Lea ist bereits über 20 Jahre mit Hendrik verheiratet. Jedes Wochenende bringt er ihr sehr zuverlässig Blumen mit. ,Dieses Wochenende ,dieses Wochenende,ohne,ohne,unexpected,1,"überraschte Hendrik Lea mit ihrer Lieblingsblume, einer edlen Orchidee, und einem liebevollen Gedicht.",gpt-3.5-turbo-16k,1.0,1
23,4,medium,RA,"Lea und Hendrik sind bereits länger zusammen. Hendrik nimmt öfter am Wochenende mal Blumen für Lea mit. Er möchte ihr zeigen, wieviel sie ihm bedeutet. ",Sogar dieses Wochenende,dieses Wochenende,sogar,sogar,unexpected,2,"hat Hendrik wieder einen schönen Blumenstrauß für Lea besorgt, um ihr seine Zuneigung zu zeigen.",gpt-3.5-turbo-16k,1.0,1
23,5,medium,EW,"Lea und Hendrik sind bereits länger zusammen. Hendrik nimmt öfter am Wochenende mal Blumen für Lea mit. Er möchte ihr zeigen, wieviel sie ihm bedeutet. ",Ausgerechnet dieses Wochenende,dieses Wochenende,ausgerechnet,ausgerechnet,unexpected,3,"plant er, ihr einen Überraschungsausflug in die Berge zu organisieren.",gpt-3.5-turbo-16k,1.0,1
23,6,medium,OH,"Lea und Hendrik sind bereits länger zusammen. Hendrik nimmt öfter am Wochenende mal Blumen für Lea mit. Er möchte ihr zeigen, wieviel sie ihm bedeutet. ",Dieses Wochenende ,dieses Wochenende,ohne,ohne,unexpected,4,"hat Hendrik sich entschieden, Lea eine besondere Überraschung zu machen.",gpt-3.5-turbo-16k,1.0,1
24,1,high,RA,"Emmas Herzenswunsch wird erfüllt: 40 Jahre nachdem sie aufgehört haben, kommt ABBA nun mit neuer Musik und mit einem Konzert zurück! Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ",Nur jetzt ,jetzt,nur,nur,unfair,6,"muss sie hoffen, dass ihr Urlaubsantrag bewilligt wird, damit sie das Konzert live erleben kann.",gpt-3.5-turbo-16k,1.0,1
24,2,high,EW,"Emmas Herzenswunsch wird erfüllt: 40 Jahre nachdem sie aufgehört haben, kommt ABBA nun mit neuer Musik und mit einem Konzert zurück! Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ",Gerade jetzt,jetzt,gerade,gerade,unfair,1,"ist Emma überglücklich und kann es kaum erwarten, ihre Lieblingsband ABBA endlich live zu erleben.",gpt-3.5-turbo-16k,1.0,1
24,3,high,OH,"Emmas Herzenswunsch wird erfüllt: 40 Jahre nachdem sie aufgehört haben, kommt ABBA nun mit neuer Musik und mit einem Konzert zurück! Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ",Jetzt,jetzt,ohne,ohne,unfair,2,"ist sie voller Vorfreude und kann es kaum erwarten, ihre Lieblingsband endlich live zu erleben.",gpt-3.5-turbo-16k,1.0,1
24,4,medium,RA,Emma hat Tickets zum beliebten ABBA-konzert geschenkt bekommen und freut sich bereits auf die Reise. Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ,Nur jetzt ,jetzt,nur,nur,unfair,3,"hofft sie inständig, dass ihr Urlaubsantrag genehmigt wird, damit sie das Konzert ohne Einschränkungen genießen kann.",gpt-3.5-turbo-16k,1.0,1
24,5,medium,EW,Emma hat Tickets zum beliebten ABBA-konzert geschenkt bekommen und freut sich bereits auf die Reise. Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ,Gerade jetzt,jetzt,gerade,gerade,unfair,4,"führt Emma jeden Tag eine Countdown-Zählung durch, um die Tage bis zum Konzert zu zählen und sich noch mehr darauf zu freuen.",gpt-3.5-turbo-16k,1.0,1
24,6,medium,OH,Emma hat Tickets zum beliebten ABBA-konzert geschenkt bekommen und freut sich bereits auf die Reise. Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ,Jetzt,jetzt,ohne,ohne,unfair,5,"hält sie gespannt Ausschau nach der Genehmigung ihres Urlaubsantrags, damit sie ihre Reise planen kann.",gpt-3.5-turbo-16k,1.0,1
25,1,high,RA,"Marco hat sich via Tinder in Robert verliebt. Auf seinem Tinderprofil gibt er an eine seriöse Beziehung zu suchen. Sie schreiben sich täglich. Robert ist nicht nur witzig und clever, sondern auch stinkreich. Sie vereinbaren ein Treffen. ",Auch Robert,Robert,auch,auch,unexpected,1,"zeigt großes Interesse an Marco und betont mehrmals, wie sehr er sich auf das Treffen freut.",gpt-3.5-turbo-16k,1.0,1
25,2,high,EW,"Marco hat sich via Tinder in Robert verliebt. Auf seinem Tinderprofil gibt er an eine seriöse Beziehung zu suchen. Sie schreiben sich täglich. Robert ist nicht nur witzig und clever, sondern auch stinkreich. Sie vereinbaren ein Treffen. ",Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,2,"entpuppt sich im realen Leben als völlig anderer Mensch als auf Tinder. Er ist unhöflich, arrogant und zeigt keinerlei Interesse an Marco. Enttäuscht realisiert Marco, dass sein vermeintlicher Traummann nur eine Illusion war.",gpt-3.5-turbo-16k,1.0,1
25,3,high,OH,"Marco hat sich via Tinder in Robert verliebt. Auf seinem Tinderprofil gibt er an eine seriöse Beziehung zu suchen. Sie schreiben sich täglich. Robert ist nicht nur witzig und clever, sondern auch stinkreich. Sie vereinbaren ein Treffen. ",Robert,Robert,ohne,ohne,unexpected,3,"ist genauso charmant und humorvoll im echten Leben wie in ihren Chatnachrichten. Marco kann es kaum glauben, wie gut sie sich verstehen und wie leicht ihnen die Gespräche fallen.",gpt-3.5-turbo-16k,1.0,1
25,4,medium,RA,"Marco sucht seine große Liebe via Tinder. Er schaut täglich nach ob er jemanden sieht, der ihm gefällt. Ein Herr mit dem Namen Robert sieht nicht nur hübsch aus, sondern ist auch witzig und clever. Sie vereinbaren ein Treffen.",Auch Robert,Robert,auch,auch,unexpected,4,"ist von Marcos Charme und Intelligenz beeindruckt. Die beiden verbringen einen wundervollen Abend zusammen und merken schnell, dass sie viele Gemeinsamkeiten haben.",gpt-3.5-turbo-16k,1.0,1
25,5,medium,EW,"Marco sucht seine große Liebe via Tinder. Er schaut täglich nach ob er jemanden sieht, der ihm gefällt. Ein Herr mit dem Namen Robert sieht nicht nur hübsch aus, sondern ist auch witzig und clever. Sie vereinbaren ein Treffen.",Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,5,"entpuppt sich als die perfekte Wahl für Marco. Nach einem romantischen ersten Date stellen sie fest, dass sie viele gemeinsame Interessen und Ansichten teilen. Marco ist überglücklich, dass er Robert über Tinder kennengelernt hat.",gpt-3.5-turbo-16k,1.0,1
25,6,medium,OH,"Marco sucht seine große Liebe via Tinder. Er schaut täglich nach ob er jemanden sieht, der ihm gefällt. Ein Herr mit dem Namen Robert sieht nicht nur hübsch aus, sondern ist auch witzig und clever. Sie vereinbaren ein Treffen.",Robert,Robert,ohne,ohne,unexpected,6,"läuft Marco am Treffpunkt lässig entgegen, lächelt breit und streckt ihm die Hand entgegen. Von Anfang an spürt Marco eine tiefe Verbundenheit zu Robert und freut sich auf die gemeinsame Zeit, die vor ihnen liegt.",gpt-3.5-turbo-16k,1.0,1
26,1,high,RA,Simon bewirbt sich auf eine Stelle als Zugführer. Er hat eine lange Ausbildung hinter sich und bei verschiedenen Praktika viel Erfahrung sammeln können. Auf die Stelle bewerben sich allerdings über 30 qualifizierte Kandidaten. ,Nur Simon,Simon,nur,nur,unexpected,2,"wurde zu einem Vorstellungsgespräch eingeladen, was ihm die Möglichkeit gab, seine Fähigkeiten und Erfahrungen nochmals unter Beweis zu stellen.",gpt-3.5-turbo-16k,1.0,1
26,2,high,EW,Simon bewirbt sich auf eine Stelle als Zugführer. Er hat eine lange Ausbildung hinter sich und bei verschiedenen Praktika viel Erfahrung sammeln können. Auf die Stelle bewerben sich allerdings über 30 qualifizierte Kandidaten. ,Ausgerechnet Simon,Simon,ausgerechnet,ausgerechnet,unexpected,3,wird die Herausforderung annehmen und seine Bewerbung mit einer überzeugenden Darstellung seiner Fähigkeiten und seiner Leidenschaft für den Beruf als Zugführer einreichen.,gpt-3.5-turbo-16k,1.0,1
26,3,high,OH,Simon bewirbt sich auf eine Stelle als Zugführer. Er hat eine lange Ausbildung hinter sich und bei verschiedenen Praktika viel Erfahrung sammeln können. Auf die Stelle bewerben sich allerdings über 30 qualifizierte Kandidaten. ,Simon,Simon,ohne,ohne,unexpected,4,"hofft, dass seine fundierte Ausbildung und seine vielseitigen Praktika ihn von den anderen Bewerbern abheben und ihm die Chance auf die Stelle als Zugführer ermöglichen.",gpt-3.5-turbo-16k,1.0,1
26,4,medium,RA,"Simon hat sein Studium abgeschlossen, aber findet momentan nur schwer Arbeit. Aus dem Grund bewirbt er sich auf eine Stelle als Zugführer. Er müsste dann zwar noch als Quereinsteiger eine verkürzte Ausbildung machen, aber das stört ihn nicht. ",Nur Simon,Simon,nur,nur,unexpected,5,"ist bereit, hart zu arbeiten und neue Herausforderungen anzunehmen, um seinen Traumjob als Zugführer zu verwirklichen.",gpt-3.5-turbo-16k,1.0,1
26,5,medium,EW,"Simon hat sein Studium abgeschlossen, aber findet momentan nur schwer Arbeit. Aus dem Grund bewirbt er sich auf eine Stelle als Zugführer. Er müsste dann zwar noch als Quereinsteiger eine verkürzte Ausbildung machen, aber das stört ihn nicht. ",Ausgerechnet Simon,Simon,ausgerechnet,ausgerechnet,unexpected,6,", der bisher noch nie Interesse an Z眉gen oder dem Zugfahren zeigte, bewirbt sich nun aus der Not heraus auf eine Stelle als Zugf眉hrer.",gpt-3.5-turbo-16k,1.0,1
26,6,medium,OH,"Simon hat sein Studium abgeschlossen, aber findet momentan nur schwer Arbeit. Aus dem Grund bewirbt er sich auf eine Stelle als Zugführer. Er müsste dann zwar noch als Quereinsteiger eine verkürzte Ausbildung machen, aber das stört ihn nicht. ",Simon,Simon,ohne,ohne,unexpected,1,"entscheidet sich, die Chance als Zugführer zu ergreifen und bewirbt sich voller Hoffnung auf die Stelle.",gpt-3.5-turbo-16k,1.0,1
27,1,high,RA,"Liana hat unglaublich viele Schulden und einige Kredite bei verschiedenen Instanzen. Sie hat keinen Job und weiß nicht, wie sie aus dieser Situation rauskommen soll. ",Sogar Liana,Liana,sogar,sogar,unexpected  and unfair,3,", obwohl sie sich überwältigt fühlt, sollte sie zuerst eine genaue Übersicht über ihre Schulden und Kredite erstellen, um Lösungswege zu finden.",gpt-3.5-turbo-16k,1.0,1
27,2,high,EW,"Liana hat unglaublich viele Schulden und einige Kredite bei verschiedenen Instanzen. Sie hat keinen Job und weiß nicht, wie sie aus dieser Situation rauskommen soll. ",Gerade Liana,Liana,gerade,gerade,unexpected  and unfair,4,"steht vor einer großen Herausforderung, aber sie kann sich Hilfe suchen und einen Plan erstellen, um langfristig ihre Schulden abzubauen und finanzielle Stabilität zu erreichen.",gpt-3.5-turbo-16k,1.0,1
27,3,high,OH,"Liana hat unglaublich viele Schulden und einige Kredite bei verschiedenen Instanzen. Sie hat keinen Job und weiß nicht, wie sie aus dieser Situation rauskommen soll. ",Liana,Liana,ohne,ohne,unexpected  and unfair,5,"müsste dringend ihre finanzielle Situation analysieren und einen Plan zur Schuldenregulierung erstellen, um langfristig ihre Schulden abzubauen und finanzielle Unabhängigkeit zu erreichen.",gpt-3.5-turbo-16k,1.0,1
27,4,medium,RA,Liana hat zur Zeit nicht viel Geld auf dem Konto und musste schon mehrmals Treffen mit Freunden aufgrund von Geldmangel absagen.,Sogar Liana,Liana,sogar,sogar,unexpected  and unfair,6,"sogar Liana hat realisiert, dass sie jetzt mehr auf ihre Ausgaben achten muss.",gpt-3.5-turbo-16k,1.0,1
27,5,medium,EW,Liana hat zur Zeit nicht viel Geld auf dem Konto und musste schon mehrmals Treffen mit Freunden aufgrund von Geldmangel absagen.,Gerade Liana,Liana,gerade,gerade,unexpected  and unfair,1,"steht vor der schwierigen Entscheidung, ob sie sich nach alternativen, kostengünstigeren Möglichkeiten umsehen soll, um weiterhin soziale Kontakte pflegen zu können.",gpt-3.5-turbo-16k,1.0,1
27,6,medium,OH,Liana hat zur Zeit nicht viel Geld auf dem Konto und musste schon mehrmals Treffen mit Freunden aufgrund von Geldmangel absagen.,Liana,Liana,ohne,ohne,unexpected and unfair,2,"sollte vielleicht darüber nachdenken, alternative und kostengünstige Aktivitäten mit ihren Freunden zu planen, wie zum Beispiel ein Picknick im Park oder einen Spieleabend zu Hause zu veranstalten.",gpt-3.5-turbo-16k,1.0,1
28,1,high,RA,"Lukas hat eine neue Freundin. Er schwebt auf einer rosa Wolke. Gestern hat er ihre Eltern kennengelernt. Nervös war er nicht. Ihm war klar, dass sie ihn mögen werden. ",Sogar seine Freundin ,seine Freundin,sogar,sogar,unexpected,4,ist begeistert von Lukas' charmantem und selbstsicheren Auftreten bei dem Treffen mit ihren Eltern.,gpt-3.5-turbo-16k,1.0,1
28,2,high,EW,"Lukas hat eine neue Freundin. Er schwebt auf einer rosa Wolke. Gestern hat er ihre Eltern kennengelernt. Nervös war er nicht. Ihm war klar, dass sie ihn mögen werden. ",Ausgerechnet seine Freundin,seine Freundin,ausgerechnet,ausgerechnet,unexpected,5,", die er schon so lange heimlich bewundert hatte, hatten ihre Eltern ihm gegenüber positiv reagiert und sich offen für ihn gezeigt.",gpt-3.5-turbo-16k,1.0,1
28,3,high,OH,"Lukas hat eine neue Freundin. Er schwebt auf einer rosa Wolke. Gestern hat er ihre Eltern kennengelernt. Nervös war er nicht. Ihm war klar, dass sie ihn mögen werden. ",Seine Freundin,seine Freundin,ohne,ohne,unexpected,6,ist genauso verliebt in Lukas wie er in sie.,gpt-3.5-turbo-16k,1.0,1
28,4,medium,RA,"Lukas hat schon länger eine Beziehung, aber hat die Eltern seiner Freundin noch nicht kennengelernt. Gerne hätte er sie bereits kennengelernt, aber leider gab es noch keine Gelegenheit dazu. ",Sogar seine Freundin ,seine Freundin,sogar,sogar,unexpected,1,"hat bisher keine Gelegenheit gefunden, ihre Eltern Lukas vorzustellen, da sie ziemlich weit voneinander entfernt wohnen.",gpt-3.5-turbo-16k,1.0,1
28,5,medium,EW,"Lukas hat schon länger eine Beziehung, aber hat die Eltern seiner Freundin noch nicht kennengelernt. Gerne hätte er sie bereits kennengelernt, aber leider gab es noch keine Gelegenheit dazu. ",Ausgerechnet seine Freundin,seine Freundin,ausgerechnet,ausgerechnet,unexpected,2,"hat bisher noch keine passende Gelegenheit gefunden, um ihre Eltern Lukas vorzustellen.",gpt-3.5-turbo-16k,1.0,1
28,6,medium,OH,"Lukas hat schon länger eine Beziehung, aber hat die Eltern seiner Freundin noch nicht kennengelernt. Gerne hätte er sie bereits kennengelernt, aber leider gab es noch keine Gelegenheit dazu. ",Seine Freundin,seine Freundin,ohne,ohne,unexpected,3,"hat bisher noch nicht den richtigen Zeitpunkt gefunden, um Lukas ihren Eltern vorzustellen.",gpt-3.5-turbo-16k,1.0,1
29,1,high,RA,"Frau Eberle ist 88 und bei guter Gesundheit. Sie ist der Meinung, dass sie trotz Augenproblemen immer noch Auto fahren kann. Am Freitag hat sie vor, Ihre Tochter in Hamburg zu besuchen. ",Auch an dem Tag,an dem Tag,auch,auch,unexpected,5,"Auch an dem Tag wird Frau Eberle darauf bestehen, selbst mit dem Auto nach Hamburg zu fahren, ohne auf die Bedenken ihrer Familie zu hören.",gpt-3.5-turbo-16k,1.0,1
29,2,high,EW,"Frau Eberle ist 88 und bei guter Gesundheit. Sie ist der Meinung, dass sie trotz Augenproblemen immer noch Auto fahren kann. Am Freitag hat sie vor, Ihre Tochter in Hamburg zu besuchen. ",Ausgerechnet an dem Tag,an dem Tag,ausgerechnet,ausgerechnet,unexpected,6,", an dem Frau Eberle plant, ihre Tochter in Hamburg zu besuchen, sollte sie sich überlegen, ob es sicher ist, mit ihren Augenproblemen Auto zu fahren. Es könnte sinnvoll sein, eine alternative Reisemöglichkeit zu wählen, um sowohl ihre Sicherheit als auch die anderer Verkehrsteilnehmer zu gewährleisten.",gpt-3.5-turbo-16k,1.0,1
29,3,high,OH,"Frau Eberle ist 88 und bei guter Gesundheit. Sie ist der Meinung, dass sie trotz Augenproblemen immer noch Auto fahren kann. Am Freitag hat sie vor, Ihre Tochter in Hamburg zu besuchen. ",An dem Tag,an dem Tag,ohne,ohne,unexpected,1,"An dem Tag wird Frau Eberle ihre Tochter in Hamburg besuchen, obwohl sie der Meinung ist, dass sie trotz ihrer Augenprobleme noch Auto fahren kann.",gpt-3.5-turbo-16k,1.0,1
29,4,medium,RA,"Frau Eberle ist 88 und bei guter Gesundheit. Morgens kommt eine Pflegehilfe, um ihr ihre Stützstrümpfe anzuziehen, aber weiter kann sie alles noch allein. Am Freitag hat sie vor, Ihre Tochter in Hamburg zu besuchen. ",Auch an dem Tag,an dem Tag,auch,auch,unexpected,2,"Auch an dem Tag wird Frau Eberle voller Vorfreude ihre Koffer packen, um sich auf den Weg nach Hamburg zu machen und ihre Tochter zu besuchen.",gpt-3.5-turbo-16k,1.0,1
29,5,medium,EW,"Frau Eberle ist 88 und bei guter Gesundheit. Morgens kommt eine Pflegehilfe, um ihr ihre Stützstrümpfe anzuziehen, aber weiter kann sie alles noch allein. Am Freitag hat sie vor, Ihre Tochter in Hamburg zu besuchen. ",Ausgerechnet an dem Tag,an dem Tag,ausgerechnet,ausgerechnet,unexpected,3,"musste Frau Eberle feststellen, dass ihr Zug wegen einer Streckensperrung ausfällt.",gpt-3.5-turbo-16k,1.0,1
29,6,medium,OH,"Frau Eberle ist 88 und bei guter Gesundheit. Morgens kommt eine Pflegehilfe, um ihr ihre Stützstrümpfe anzuziehen, aber weiter kann sie alles noch allein. Am Freitag hat sie vor, Ihre Tochter in Hamburg zu besuchen. ",An dem Tag,an dem Tag,ohne,ohne,unexpected,4,"An dem Tag wird Frau Eberle sich besonders freuen, endlich wieder Zeit mit ihrer Tochter verbringen zu können.",gpt-3.5-turbo-16k,1.0,1
30,1,high,RA,"Dieter darf nächstes Jahr in Rente gehen. Sein Leben lang hat er gearbeitet. Er freut sich bereits auf viel Lesen, Wandern und vor allem Malen. Gesundheitliche Sorgen hat er derzeit keine.",Sogar er ,er,sogar,sogar,unexpected and unfair,6,"plant schon eine große Reise um die Welt, um all die Orte zu sehen, von denen er bisher nur geträumt hat.",gpt-3.5-turbo-16k,1.0,1
30,2,high,EW,"Dieter darf nächstes Jahr in Rente gehen. Sein Leben lang hat er gearbeitet. Er freut sich bereits auf viel Lesen, Wandern und vor allem Malen. Gesundheitliche Sorgen hat er derzeit keine.",Genau er,er,genau,genau,unexpected and unfair,1,"freut sich darauf, endlich mehr Zeit für sich selbst und seine Hobbys zu haben.",gpt-3.5-turbo-16k,1.0,1
30,3,high,OH,"Dieter darf nächstes Jahr in Rente gehen. Sein Leben lang hat er gearbeitet. Er freut sich bereits auf viel Lesen, Wandern und vor allem Malen. Gesundheitliche Sorgen hat er derzeit keine.",Er ,er,ohne,ohne,unexpected and unfair,2,"plant, endlich mehr Zeit mit seinen Hobbys zu verbringen und das Leben in vollen Zügen zu genießen.",gpt-3.5-turbo-16k,1.0,1
30,4,medium,RA,"Dieter darf nächstes Jahr in Rente gehen. Sein Leben lang hat er gearbeitet. Er freut sich bereits auf viel Lesen, Wandern und vor allem Malen. ",Sogar er ,er,sogar,sogar,unexpected,3,", der immer so viel gearbeitet hat, freut sich nun darauf, endlich mehr Zeit für seine Hobbys zu haben.",gpt-3.5-turbo-16k,1.0,1
30,5,medium,EW,"Dieter darf nächstes Jahr in Rente gehen. Sein Leben lang hat er gearbeitet. Er freut sich bereits auf viel Lesen, Wandern und vor allem Malen. ",Genau er,er,genau,genau,unexpected,4,"sternt darauf, endlich mehr Zeit für seine Hobbys zu haben und das Leben in vollen Zügen zu genießen.",gpt-3.5-turbo-16k,1.0,1
30,6,medium,OH,"Dieter darf nächstes Jahr in Rente gehen. Sein Leben lang hat er gearbeitet. Er freut sich bereits auf viel Lesen, Wandern und vor allem Malen. ",Er ,er,ohne,ohne ,unexpected,5,"freut sich darauf, endlich mehr Zeit für seine Hobbys zu haben und das Leben in vollen Zügen zu genießen.",gpt-3.5-turbo-16k,1.0,1
31,1,high,RA,Ludwig hat ein neues Handy gekauft. Sein altes war bereits über 5 Jahre alt und der Akku ließ sich nicht mehr aufladen. Jetzt hat er sich für über 1000 Euro das neueste iPhone gekauft. ,Nur sein neues Handy,sein neues Handy,nur,nur,unexpected and unfair,1,"ist schneller, hat eine bessere Kamera und eine längere Akkulaufzeit.",gpt-3.5-turbo-16k,1.0,1
31,2,high,EW,Ludwig hat ein neues Handy gekauft. Sein altes war bereits über 5 Jahre alt und der Akku ließ sich nicht mehr aufladen. Jetzt hat er sich für über 1000 Euro das neueste iPhone gekauft. ,Ausgerechnet sein neues Handy,sein neues Handy,ausgerechnet,ausgerechnet,unexpected and unfair,2,hat nun die neuesten Features und eine viel längere Akkulaufzeit als sein altes Gerät.,gpt-3.5-turbo-16k,1.0,1
31,3,high,OH,Ludwig hat ein neues Handy gekauft. Sein altes war bereits über 5 Jahre alt und der Akku ließ sich nicht mehr aufladen. Jetzt hat er sich für über 1000 Euro das neueste iPhone gekauft. ,Sein neues Handy,sein neues Handy,ohne,ohne,unexpected and unfair,3,... ist schnell und hat eine beeindruckende Kameraqualität im Vergleich zu seinem alten Gerät.,gpt-3.5-turbo-16k,1.0,1
31,4,medium,RA,"Ludwig musste ein neues Handy kaufen. Sein altes war die letzte Zeit etwas langsamer und der Akku hat nicht mehr so lange gehalten, wie am Anfang. Er hat sich für ein Handy im mittleren Preissegment entschieden. ",Nur sein neues Handy,sein neues Handy,nur,nur,unexpected and unfair,4,war deutlich schneller und hatte eine viel längere Akkulaufzeit im Vergleich zu seinem alten Modell.,gpt-3.5-turbo-16k,1.0,1
31,5,medium,EW,"Ludwig musste ein neues Handy kaufen. Sein altes war die letzte Zeit etwas langsamer und der Akku hat nicht mehr so lange gehalten, wie am Anfang. Er hat sich für ein Handy im mittleren Preissegment entschieden. ",Ausgerechnet sein neues Handy,sein neues Handy,ausgerechnet,ausgerechnet,unexpected and unfair,5,"hat eine viel bessere Leistung und Akkulaufzeit als sein altes Modell, was Ludwig sehr zufrieden macht.",gpt-3.5-turbo-16k,1.0,1
31,6,medium,OH,"Ludwig musste ein neues Handy kaufen. Sein altes war die letzte Zeit etwas langsamer und der Akku hat nicht mehr so lange gehalten, wie am Anfang. Er hat sich für ein Handy im mittleren Preissegment entschieden. ",Sein neues Handy,sein neues Handy,ohne,ohne,unexpected and unfair,6," ist jetzt viel schneller und der Akku hält deutlich länger durch, was ihm den Alltag erleichtert.",gpt-3.5-turbo-16k,1.0,1
32,1,high,RA,"Maria heiratet heute. Als kleines Mädchen hat sie bereits von diesem Tag geträumt. Ihr Traumkleid hat sie schon gekauft, sogar noch bevor sie ihren zukünftigen Ehemann kennengelernt hat. Es sind 400 Gäste eingeladen, um diesen Tag mit ihr zu erleben. ",Lediglich heute ,heute ,lediglich,lediglich,unexpected and unfair,2,"wird Maria den glücklichsten Tag ihres Lebens erleben, an den sie sich für immer mit Freude erinnern wird.",gpt-3.5-turbo-16k,1.0,1
32,2,high,EW,"Maria heiratet heute. Als kleines Mädchen hat sie bereits von diesem Tag geträumt. Ihr Traumkleid hat sie schon gekauft, sogar noch bevor sie ihren zukünftigen Ehemann kennengelernt hat. Es sind 400 Gäste eingeladen, um diesen Tag mit ihr zu erleben. ",Gerade heute ,heute ,gerade,gerade,unexpected and unfair,3,"strahlt Maria vor Glück und Aufregung, während sie sich auf den Beginn eines neuen Kapitels in ihrem Leben vorbereitet.",gpt-3.5-turbo-16k,1.0,1
32,3,high,OH,"Maria heiratet heute. Als kleines Mädchen hat sie bereits von diesem Tag geträumt. Ihr Traumkleid hat sie schon gekauft, sogar noch bevor sie ihren zukünftigen Ehemann kennengelernt hat. Es sind 400 Gäste eingeladen, um diesen Tag mit ihr zu erleben. ",Heute,heute ,ohne,ohne,unexpected and unfair,4,"ist der Tag, an dem sich all ihre Träume verwirklichen und sie ihren Seelenverwandten heiratet.",gpt-3.5-turbo-16k,1.0,1
32,4,medium,RA,"Maria und Sven heiraten heute. Die Hochzeit wird in ihrem Garten stattfinden. Ihre beiden Familien, viele Freunde und einige Kollegen sind zur Hochzeit eingeladen. ",Lediglich heute ,heute ,lediglich,lediglich,unexpected and unfair,5,Lediglich heute werden Maria und Sven im Kreise ihrer Liebsten den Bund fürs Leben schließen und ihre Liebe feiern.,gpt-3.5-turbo-16k,1.0,1
32,5,medium,EW,"Maria und Sven heiraten heute. Die Hochzeit wird in ihrem Garten stattfinden. Ihre beiden Familien, viele Freunde und einige Kollegen sind zur Hochzeit eingeladen. ",Gerade heute ,heute ,gerade,gerade,unexpected and unfair,6,"ist das Wetter wunderschön und die Sonne scheint, was perfekt zu der romantischen Stimmung der Hochzeit im Garten passt.",gpt-3.5-turbo-16k,1.0,1
32,6,medium,OH,"Maria und Sven heiraten heute. Die Hochzeit wird in ihrem Garten stattfinden. Ihre beiden Familien, viele Freunde und einige Kollegen sind zur Hochzeit eingeladen. ",Heute,heute ,ohne,ohne,unexpected and unfair,1,feiern Maria und Sven ihre Liebe und den Beginn eines neuen Lebensabschnitts gemeinsam mit ihren Liebsten.,gpt-3.5-turbo-16k,1.0,1
33,1,high,RA,"Benny arbeitet schon sein ganzes Erwachsenenleben im Gartencenter. Er hat mittlerweile eine Stammkundschaft aufgebaut und hilft täglich Kunden, geeignete Pflanzen für deren Wohnung zu finden. Heute kam eine Kundin vorbei und hat wegen ihrer Katze nach der Giftigkeit einer gekauften Pflanze gefragt. ",Lediglich diese Pflanze,diese Pflanze ,lediglich,lediglich,unexpected,3,"ist für Katzen giftig und sollte außer Reichweite der Tiere aufgestellt werden, um ihre Sicherheit zu gewährleisten.",gpt-3.5-turbo-16k,1.0,1
33,2,high,EW,"Benny arbeitet schon sein ganzes Erwachsenenleben im Gartencenter. Er hat mittlerweile eine Stammkundschaft aufgebaut und hilft täglich Kunden, geeignete Pflanzen für deren Wohnung zu finden. Heute kam eine Kundin vorbei und hat wegen ihrer Katze nach der Giftigkeit einer gekauften Pflanze gefragt. ",Ausgerechnet diese Pflanze,diese Pflanze ,ausgerechnet,ausgerechnet,unexpected,4,"Ausgerechnet diese Pflanze ist für Katzen giftig und sollte deshalb unbedingt außer Reichweite gehalten werden, um die Gesundheit des Haustieres zu schützen. Benny bot der Kundin an, ihr stattdessen eine ungiftige Alternative zu empfehlen.",gpt-3.5-turbo-16k,1.0,1
33,3,high,OH,"Benny arbeitet schon sein ganzes Erwachsenenleben im Gartencenter. Er hat mittlerweile eine Stammkundschaft aufgebaut und hilft täglich Kunden, geeignete Pflanzen für deren Wohnung zu finden. Heute kam eine Kundin vorbei und hat wegen ihrer Katze nach der Giftigkeit einer gekauften Pflanze gefragt. ",Diese Pflanze,diese Pflanze ,ohne,ohne,unexpected,5,"Diese Pflanze ist bekannt für ihre hohe Giftigkeit für Katzen und sollte unbedingt außer Reichweite des Haustiers platziert werden, um seine Gesundheit nicht zu gefährden.",gpt-3.5-turbo-16k,1.0,1
33,4,medium,RA,"Benny arbeitet im Gartencenter. Er hat viel Freude daran, Kunden zu helfen, geeignete Pflanzen für deren Wohnung zu finden. Heute kam eine Stammkundin vorbei und hat wegen ihrer Katze nach der Giftigkeit einer Monstera nachgefragt. ",Lediglich diese Pflanze,diese Pflanze ,lediglich,lediglich,unexpected,6,"ist leicht giftig für Katzen und kann bei Verzehr zu Magenbeschwerden führen. Es wäre am besten, die Monstera außerhalb der Reichweite der Katze aufzustellen.",gpt-3.5-turbo-16k,1.0,1
